account,amount,location,date,tid,transaction_type
611,49.95,TX,2017-08-04,7611,exp
612,10.36,MO,2017-08-04,7612,pay
613,49.95,NJ,2017-08-04,7613,exp
614,38.85,WI,2017-08-04,7614,pay
615,38.85,VA,2017-08-04,7615,exp
616,12.95,NJ,2017-08-04,7616,pay
617,38.85,CA,2017-08-04,7617,exp
618,59.4,FL,2017-08-04,7618,pay
619,49.95,GA,2017-08-04,7619,exp
620,38.85,FL,2017-08-04,7620,pay
621,38.85,VA,2017-08-04,7621,exp
622,38.85,FL,2017-08-04,7622,pay
623,49.95,PA,2017-08-04,7623,exp
624,12.95,RI,2017-08-04,7624,pay
625,38.85,SC,2017-08-04,7625,exp
626,49.95,PA,2017-08-04,7626,pay
627,12.95,MD,2017-08-04,7627,exp
628,49.95,NC,2017-08-04,7628,pay
629,38.85,MD,2017-08-04,7629,exp
630,49.95,NY,2017-08-04,7630,pay
631,38.85,NY,2017-08-04,7631,exp
632,33.66,GA,2017-08-04,7632,pay
633,38.85,NC,2017-08-04,7633,exp
634,12.95,CA,2017-08-04,7634,pay
635,38.85,WA,2017-08-04,7635,exp
636,38.85,CA,2017-08-04,7636,pay
637,49.95,LA,2017-08-04,7637,exp
638,12.95,NC,2017-08-04,7638,pay
639,12.95,GA,2017-08-04,7639,exp
640,12.95,NH,2017-08-04,7640,pay
641,38.85,CO,2017-08-04,7641,exp
642,38.85,TN,2017-08-04,7642,pay
643,38.85,CA,2017-08-04,7643,exp
644,38.85,CA,2017-08-04,7644,pay
645,38.85,FL,2017-08-04,7645,exp
646,38.85,GA,2017-08-04,7646,pay
647,38.85,CA,2017-08-04,7647,exp
648,38.85,NJ,2017-08-04,7648,pay
649,12.95,FL,2017-08-04,7649,exp
650,49.95,AL,2017-08-04,7650,pay
651,12.95,OK,2017-08-04,7651,exp
652,12.95,KS,2017-08-04,7652,pay
653,11.01,IN,2017-08-04,7653,exp
654,12.95,GA,2017-08-04,7654,pay
655,38.85,IA,2017-08-04,7655,exp
656,25.9,CA,2017-08-04,7656,pay
657,12.95,IN,2017-08-04,7657,exp
658,49.95,TX,2017-08-04,7658,pay
659,39.96,VA,2017-08-04,7659,exp
660,38.85,CA,2017-08-04,7660,pay
661,12.95,GA,2017-08-04,7661,exp
662,49.95,MD,2017-08-04,7662,pay
663,49.95,IL,2017-08-04,7663,exp
664,49.95,IN,2017-08-04,7664,pay
665,12.95,MI,2017-08-04,7665,exp
666,38.85,CA,2017-08-04,7666,pay
667,10.36,FL,2017-08-04,7667,exp
668,49.95,NY,2017-08-04,7668,pay
669,12.95,TX,2017-08-04,7669,exp
670,12.95,CO,2017-08-04,7670,pay
671,38.85,WA,2017-08-04,7671,exp
672,12.95,CA,2017-08-04,7672,pay
673,49.95,AZ,2017-08-04,7673,exp
674,38.85,WV,2017-08-04,7674,pay
675,49.95,CA,2017-08-04,7675,exp
676,12.95,MI,2017-08-04,7676,pay
677,38.85,WI,2017-08-04,7677,exp
678,33.03,CA,2017-08-04,7678,pay
679,12.95,MI,2017-08-04,7679,exp
680,12.95,FL,2017-08-04,7680,pay
681,12.95,NY,2017-08-04,7681,exp
682,12.95,TX,2017-08-04,7682,pay
683,12.95,UT,2017-08-04,7683,exp
684,25.9,FL,2017-08-04,7684,pay
685,38.85,NY,2017-08-04,7685,exp
686,38.85,NC,2017-08-04,7686,pay
687,11.01,IL,2017-08-04,7687,exp
688,12.95,CO,2017-08-04,7688,pay
689,11.65,CA,2017-08-04,7689,exp
690,38.85,NY,2017-08-04,7690,pay
691,38.85,NY,2017-08-04,7691,exp
692,38.85,NJ,2017-08-04,7692,pay
693,38.85,CA,2017-08-04,7693,exp
694,36.26,CA,2017-08-04,7694,pay
695,12.95,TX,2017-08-04,7695,exp
696,38.85,NY,2017-08-04,7696,pay
697,38.85,NY,2017-08-04,7697,exp
698,12.95,TX,2017-08-04,7698,pay
699,38.85,CA,2017-08-04,7699,exp
700,49.95,CA,2017-08-04,7700,pay
701,12.95,MD,2017-08-04,7701,exp
702,12.95,GA,2017-08-04,7702,pay
703,31.08,NJ,2017-08-04,7703,exp
704,12.95,MD,2017-08-04,7704,pay
705,12.95,MO,2017-08-04,7705,exp
706,31.08,OH,2017-08-04,7706,pay
707,12.95,KS,2017-08-04,7707,exp
708,38.85,FL,2017-08-04,7708,pay
709,12.95,TX,2017-08-04,7709,exp
710,12.95,TN,2017-08-04,7710,pay
711,49.95,OH,2017-08-04,7711,exp
712,12.95,VA,2017-08-04,7712,pay
713,38.85,NC,2017-08-04,7713,exp
714,12.95,FL,2017-08-04,7714,pay
715,38.85,FL,2017-08-04,7715,exp
716,12.95,OH,2017-08-04,7716,pay
717,12.95,AZ,2017-08-04,7717,exp
718,12.95,OH,2017-08-04,7718,pay
719,12.95,VA,2017-08-04,7719,exp
720,38.85,WI,2017-08-04,7720,pay
721,12.95,VA,2017-08-04,7721,exp
722,12.95,VA,2017-08-04,7722,pay
723,25.9,MA,2017-08-04,7723,exp
724,49.95,KY,2017-08-04,7724,pay
725,12.95,FL,2017-08-04,7725,exp
726,49.95,CA,2017-08-04,7726,pay
727,12.95,MO,2017-08-04,7727,exp
728,38.85,VA,2017-08-04,7728,pay
729,38.85,VA,2017-08-04,7729,exp
730,12.95,IL,2017-08-04,7730,pay
731,49.95,TN,2017-08-04,7731,exp
732,12.95,AL,2017-08-04,7732,pay
733,38.85,MN,2017-08-04,7733,exp
734,38.85,SC,2017-08-04,7734,pay
735,59.4,SC,2017-08-04,7735,exp
736,38.85,NY,2017-08-04,7736,pay
737,31.08,NV,2017-08-04,7737,exp
738,38.85,CA,2017-08-04,7738,pay
739,38.85,VA,2017-08-04,7739,exp
740,11.01,VA,2017-08-04,7740,pay
741,38.85,MN,2017-08-04,7741,exp
742,25.9,CA,2017-08-04,7742,pay
743,38.85,FL,2017-08-04,7743,exp
744,49.95,IN,2017-08-04,7744,pay
745,49.95,TN,2017-08-04,7745,exp
746,49.95,MD,2017-08-04,7746,pay
747,49.95,TX,2017-08-04,7747,exp
748,49.95,MN,2017-08-04,7748,pay
749,12.95,AZ,2017-08-04,7749,exp
750,23.3,LA,2017-08-04,7750,pay
751,49.95,MA,2017-08-04,7751,exp
752,12.95,CA,2017-08-04,7752,pay
753,12.95,CA,2017-08-04,7753,exp
754,38.85,NY,2017-08-04,7754,pay
755,49.95,FL,2017-08-04,7755,exp
756,38.85,TN,2017-08-04,7756,pay
757,38.85,MN,2017-08-04,7757,exp
758,31.08,CA,2017-08-04,7758,pay
759,12.95,NC,2017-08-04,7759,exp
760,25.9,NY,2017-08-04,7760,pay
761,38.85,MT,2017-08-04,7761,exp
762,12.95,IL,2017-08-04,7762,pay
763,12.95,NY,2017-08-04,7763,exp
764,20.72,NV,2017-08-04,7764,pay
765,31.08,NC,2017-08-04,7765,exp
766,33.03,PA,2017-08-04,7766,pay
767,49.95,IL,2017-08-04,7767,exp
768,38.85,NY,2017-08-04,7768,pay
769,25.9,SC,2017-08-04,7769,exp
770,49.95,CA,2017-08-04,7770,pay
771,38.85,NC,2017-08-04,7771,exp
772,49.95,CA,2017-08-04,7772,pay
773,11.01,TX,2017-08-04,7773,exp
774,10.36,NY,2017-08-04,7774,pay
775,12.95,TN,2017-08-04,7775,exp
776,34.95,IA,2017-08-04,7776,pay
777,12.95,TN,2017-08-04,7777,exp
778,11.01,TX,2017-08-04,7778,pay
779,49.95,PA,2017-08-04,7779,exp
780,49.95,AZ,2017-08-04,7780,pay
781,12.95,GA,2017-08-04,7781,exp
782,49.95,CO,2017-08-04,7782,pay
783,38.85,OR,2017-08-04,7783,exp
784,38.85,NY,2017-08-04,7784,pay
785,12.95,TX,2017-08-04,7785,exp
786,12.95,TX,2017-08-04,7786,pay
787,12.95,MS,2017-08-04,7787,exp
788,12.95,NY,2017-08-04,7788,pay
789,38.85,NV,2017-08-04,7789,exp
790,25.9,MO,2017-08-04,7790,pay
791,49.95,NY,2017-08-04,7791,exp
792,38.85,CA,2017-08-04,7792,pay
793,38.85,HI,2017-08-04,7793,exp
794,38.85,AZ,2017-08-04,7794,pay
795,38.85,CA,2017-08-04,7795,exp
796,49.95,CA,2017-08-04,7796,pay
797,38.85,CA,2017-08-04,7797,exp
798,12.95,OR,2017-08-04,7798,pay
799,38.85,TN,2017-08-04,7799,exp
800,38.85,CA,2017-08-04,7800,pay
801,10.36,MI,2017-08-04,7801,exp
802,38.85,TX,2017-08-04,7802,pay
803,38.85,TX,2017-08-04,7803,exp
804,38.85,CA,2017-08-04,7804,pay
805,38.85,NY,2017-08-04,7805,exp
806,34.95,IL,2017-08-04,7806,pay
807,38.85,NJ,2017-08-04,7807,exp
808,38.85,MA,2017-08-04,7808,pay
809,49.95,CA,2017-08-04,7809,exp
810,12.95,IL,2017-08-04,7810,pay
811,25.9,CA,2017-08-04,7811,exp
812,12.95,CA,2017-08-04,7812,pay
813,38.85,CA,2017-08-04,7813,exp
814,12.95,CA,2017-08-04,7814,pay
815,38.85,AZ,2017-08-04,7815,exp
816,12.95,VA,2017-08-04,7816,pay
817,12.95,GA,2017-08-04,7817,exp
818,38.85,CA,2017-08-04,7818,pay
819,12.95,CA,2017-08-04,7819,exp
820,49.95,CA,2017-08-04,7820,pay
821,12.95,SC,2017-08-04,7821,exp
822,38.85,WA,2017-08-04,7822,pay
823,38.85,WA,2017-08-04,7823,exp
824,38.85,NY,2017-08-04,7824,pay
825,38.85,TN,2017-08-04,7825,exp
826,12.95,SC,2017-08-04,7826,pay
827,38.85,ME,2017-08-04,7827,exp
828,25.9,SC,2017-08-04,7828,pay
829,38.85,CA,2017-08-04,7829,exp
830,25.9,CA,2017-08-04,7830,pay
831,11.01,CA,2017-08-04,7831,exp
832,12.95,MT,2017-08-04,7832,pay
833,38.85,WA,2017-08-04,7833,exp
834,25.9,CA,2017-08-04,7834,pay
835,12.95,IL,2017-08-04,7835,exp
836,31.08,IL,2017-08-04,7836,pay
837,49.95,CA,2017-08-04,7837,exp
838,10.36,VA,2017-08-04,7838,pay
839,38.85,TN,2017-08-04,7839,exp
840,39.96,CA,2017-08-04,7840,pay
841,38.85,CA,2017-08-04,7841,exp
842,12.95,CA,2017-08-04,7842,pay
843,38.85,OR,2017-08-04,7843,exp
844,12.95,NY,2017-08-04,7844,pay
845,38.85,VA,2017-08-04,7845,exp
846,38.85,IN,2017-08-04,7846,pay
847,38.85,CA,2017-08-04,7847,exp
848,38.85,IL,2017-08-04,7848,pay
849,12.95,DC,2017-08-04,7849,exp
850,10.36,MI,2017-08-04,7850,pay
851,10.36,FL,2017-08-04,7851,exp
852,38.85,CA,2017-08-04,7852,pay
853,12.95,DC,2017-08-04,7853,exp
854,59.4,FL,2017-08-04,7854,pay
855,10.36,MI,2017-08-04,7855,exp
856,49.95,NJ,2017-08-04,7856,pay
857,49.95,MI,2017-08-04,7857,exp
858,25.9,VA,2017-08-04,7858,pay
859,10.36,MI,2017-08-04,7859,exp
860,38.85,FL,2017-08-04,7860,pay
861,36.9,VA,2017-08-04,7861,exp
862,38.85,GA,2017-08-04,7862,pay
863,12.95,PA,2017-08-04,7863,exp
864,38.85,KS,2017-08-04,7864,pay
865,38.85,MS,2017-08-04,7865,exp
866,12.95,MD,2017-08-04,7866,pay
867,12.95,CA,2017-08-04,7867,exp
868,12.95,MD,2017-08-04,7868,pay
869,12.95,NY,2017-08-04,7869,exp
870,38.85,KS,2017-08-04,7870,pay
871,38.85,CA,2017-08-04,7871,exp
872,38.85,MD,2017-08-04,7872,pay
873,12.95,CO,2017-08-04,7873,exp
874,12.95,CA,2017-08-04,7874,pay
875,21.06,NC,2017-08-04,7875,exp
876,12.95,NY,2017-08-04,7876,pay
877,38.85,FL,2017-08-04,7877,exp
878,31.08,CA,2017-08-04,7878,pay
879,38.85,AZ,2017-08-04,7879,exp
880,12.95,NV,2017-08-04,7880,pay
881,38.85,CA,2017-08-04,7881,exp
882,38.85,MA,2017-08-04,7882,pay
883,49.95,MN,2017-08-04,7883,exp
884,38.85,OH,2017-08-04,7884,pay
885,12.95,CA,2017-08-04,7885,exp
886,12.95,NY,2017-08-04,7886,pay
887,38.85,CA,2017-08-04,7887,exp
888,12.95,MO,2017-08-04,7888,pay
889,49.95,CA,2017-08-04,7889,exp
890,12.95,AL,2017-08-04,7890,pay
891,12.95,CT,2017-08-04,7891,exp
892,38.85,CA,2017-08-04,7892,pay
893,49.95,NY,2017-08-04,7893,exp
894,38.85,CA,2017-08-04,7894,pay
895,49.95,IL,2017-08-04,7895,exp
896,12.95,NY,2017-08-04,7896,pay
897,10.36,FL,2017-08-04,7897,exp
898,38.85,NY,2017-08-04,7898,pay
899,12.95,IN,2017-08-04,7899,exp
900,12.95,AL,2017-08-04,7900,pay
901,38.85,AZ,2017-08-04,7901,exp
902,38.85,FL,2017-08-04,7902,pay
903,12.95,GA,2017-08-04,7903,exp
904,38.85,AL,2017-08-04,7904,pay
905,38.85,FL,2017-08-04,7905,exp
906,49.95,FL,2017-08-04,7906,pay
907,38.85,FL,2017-08-04,7907,exp
908,38.85,VA,2017-08-04,7908,pay
909,12.95,CA,2017-08-04,7909,exp
910,49.95,HI,2017-08-04,7910,pay
911,25.9,MA,2017-08-04,7911,exp
912,12.95,NY,2017-08-04,7912,pay
913,38.85,AL,2017-08-04,7913,exp
914,38.85,PA,2017-08-04,7914,pay
915,12.95,TX,2017-08-04,7915,exp
916,49.95,NY,2017-08-04,7916,pay
917,34.95,VA,2017-08-04,7917,exp
918,38.85,CO,2017-08-04,7918,pay
919,49.95,NV,2017-08-04,7919,exp
920,59.4,PA,2017-08-04,7920,pay
921,38.85,AZ,2017-08-04,7921,exp
922,59.4,IL,2017-08-04,7922,pay
923,25.9,NY,2017-08-04,7923,exp
924,12.95,HI,2017-08-04,7924,pay
925,34.95,WA,2017-08-04,7925,exp
926,12.95,TX,2017-08-04,7926,pay
927,38.85,NJ,2017-08-04,7927,exp
928,38.85,NY,2017-08-04,7928,pay
929,38.85,WA,2017-08-04,7929,exp
930,38.85,HI,2017-08-04,7930,pay
931,25.9,NY,2017-08-04,7931,exp
932,38.85,CA,2017-08-04,7932,pay
933,31.08,CA,2017-08-04,7933,exp
934,31.08,OH,2017-08-04,7934,pay
935,38.85,VA,2017-08-04,7935,exp
936,49.95,CA,2017-08-04,7936,pay
937,38.85,LA,2017-08-04,7937,exp
938,38.85,CA,2017-08-04,7938,pay
939,38.85,TX,2017-08-04,7939,exp
940,12.95,NY,2017-08-04,7940,pay
941,12.95,CA,2017-08-04,7941,exp
942,11.65,FL,2017-08-04,7942,pay
943,49.95,MA,2017-08-04,7943,exp
944,12.95,CA,2017-08-04,7944,pay
945,38.85,TX,2017-08-04,7945,exp
946,12.95,AZ,2017-08-04,7946,pay
947,38.85,NV,2017-08-04,7947,exp
948,38.85,NY,2017-08-04,7948,pay
949,12.95,TN,2017-08-04,7949,exp
950,49.95,IL,2017-08-04,7950,pay
951,38.85,CA,2017-08-04,7951,exp
952,12.95,CA,2017-08-04,7952,pay
953,12.95,TX,2017-08-04,7953,exp
954,12.95,CA,2017-08-04,7954,pay
955,12.95,IL,2017-08-04,7955,exp
956,38.85,SC,2017-08-04,7956,pay
957,31.08,OH,2017-08-04,7957,exp
958,38.85,NY,2017-08-04,7958,pay
959,12.95,WA,2017-08-04,7959,exp
960,38.85,GA,2017-08-04,7960,pay
961,38.85,NM,2017-08-04,7961,exp
962,38.85,NC,2017-08-04,7962,pay
963,49.95,TX,2017-08-04,7963,exp
964,38.85,CT,2017-08-04,7964,pay
965,38.85,NV,2017-08-04,7965,exp
966,38.85,CA,2017-08-04,7966,pay
967,12.95,FL,2017-08-04,7967,exp
968,25.9,CO,2017-08-04,7968,pay
969,12.95,SC,2017-08-04,7969,exp
970,12.95,GA,2017-08-04,7970,pay
971,38.85,NY,2017-08-04,7971,exp
972,38.85,PA,2017-08-04,7972,pay
973,38.85,NM,2017-08-04,7973,exp
974,38.85,MA,2017-08-04,7974,pay
975,49.95,LA,2017-08-04,7975,exp
976,12.95,NY,2017-08-04,7976,pay
977,38.85,PA,2017-08-04,7977,exp
978,31.08,OH,2017-08-04,7978,pay
979,12.95,NY,2017-08-04,7979,exp
980,12.95,PA,2017-08-04,7980,pay
981,12.95,CA,2017-08-04,7981,exp
982,38.85,FL,2017-08-04,7982,pay
983,12.95,NY,2017-08-04,7983,exp
984,38.85,CA,2017-08-04,7984,pay
985,38.85,MS,2017-08-04,7985,exp
986,12.95,IL,2017-08-04,7986,pay
987,38.85,NC,2017-08-04,7987,exp
988,12.95,FL,2017-08-04,7988,pay
989,38.85,TN,2017-08-04,7989,exp
990,12.95,TX,2017-08-04,7990,pay
991,12.95,WV,2017-08-04,7991,exp
992,12.95,CA,2017-08-04,7992,pay
993,49.95,CA,2017-08-04,7993,exp
994,31.08,IL,2017-08-04,7994,pay
995,12.95,IN,2017-08-04,7995,exp
996,38.85,MD,2017-08-04,7996,pay
997,12.95,NC,2017-08-04,7997,exp
998,38.85,NJ,2017-08-04,7998,pay
999,12.95,NV,2017-08-04,7999,exp
1000,12.95,NJ,2017-08-04,8000,pay
1,12.95,CA,2017-08-04,8001,exp
2,38.85,CA,2017-08-04,8002,pay
3,38.85,NC,2017-08-04,8003,exp
4,12.95,AZ,2017-08-04,8004,pay
5,10.36,IN,2017-08-04,8005,exp
6,12.95,VA,2017-08-04,8006,pay
7,12.95,NJ,2017-08-04,8007,exp
8,38.85,LA,2017-08-04,8008,pay
9,59.4,NJ,2017-08-04,8009,exp
10,38.85,CA,2017-08-04,8010,pay
11,38.85,NV,2017-08-04,8011,exp
12,12.95,NY,2017-08-04,8012,pay
13,49.95,SC,2017-08-04,8013,exp
14,12.95,NY,2017-08-04,8014,pay
15,12.95,CA,2017-08-04,8015,exp
16,38.85,IL,2017-08-04,8016,pay
17,12.95,AZ,2017-08-04,8017,exp
18,38.85,CA,2017-08-04,8018,pay
19,39.96,CA,2017-08-04,8019,exp
20,12.95,TX,2017-08-04,8020,pay
21,12.95,CA,2017-08-04,8021,exp
22,38.85,IL,2017-08-04,8022,pay
23,38.85,PA,2017-08-04,8023,exp
24,49.95,MN,2017-08-04,8024,pay
25,49.95,CA,2017-08-04,8025,exp
26,38.85,MN,2017-08-04,8026,pay
27,38.85,WA,2017-08-04,8027,exp
28,12.95,PA,2017-08-04,8028,pay
29,38.85,TX,2017-08-04,8029,exp
30,10.36,WI,2017-08-04,8030,pay
31,12.95,KS,2017-08-04,8031,exp
32,36.26,CA,2017-08-04,8032,pay
33,12.95,CA,2017-08-04,8033,exp
34,10.36,AR,2017-08-04,8034,pay
35,49.95,CA,2017-08-04,8035,exp
36,12.95,OR,2017-08-04,8036,pay
37,38.85,LA,2017-08-04,8037,exp
38,12.95,MI,2017-08-04,8038,pay
39,49.95,WA,2017-08-04,8039,exp
40,38.85,PA,2017-08-04,8040,pay
41,12.95,PA,2017-08-04,8041,exp
42,38.85,CA,2017-08-04,8042,pay
43,12.95,MI,2017-08-04,8043,exp
44,38.85,CA,2017-08-04,8044,pay
45,49.95,CA,2017-08-04,8045,exp
46,49.95,CA,2017-08-04,8046,pay
47,12.95,MI,2017-08-04,8047,exp
48,49.95,CA,2017-08-04,8048,pay
49,38.85,CA,2017-08-04,8049,exp
50,38.85,TX,2017-08-04,8050,pay
51,38.85,GA,2017-08-04,8051,exp
52,12.95,IL,2017-08-04,8052,pay
53,38.85,CA,2017-08-04,8053,exp
54,31.08,NV,2017-08-04,8054,pay
55,59.4,AZ,2017-08-04,8055,exp
56,38.85,AZ,2017-08-04,8056,pay
57,19.95,CA,2017-08-04,8057,exp
58,12.95,CA,2017-08-04,8058,pay
59,38.85,NY,2017-08-04,8059,exp
60,11.01,CA,2017-08-04,8060,pay
61,38.85,AZ,2017-08-04,8061,exp
62,12.95,CA,2017-08-04,8062,pay
63,12.95,CA,2017-08-04,8063,exp
64,12.95,CA,2017-08-04,8064,pay
65,12.95,CA,2017-08-04,8065,exp
66,12.95,CA,2017-08-04,8066,pay
67,38.85,CA,2017-08-04,8067,exp
68,12.95,AZ,2017-08-04,8068,pay
69,11.01,CA,2017-08-04,8069,exp
70,12.95,AZ,2017-08-04,8070,pay
71,49.95,CA,2017-08-04,8071,exp
72,12.95,WA,2017-08-04,8072,pay
73,12.95,AZ,2017-08-04,8073,exp
74,38.85,CA,2017-08-04,8074,pay
75,12.95,CA,2017-08-04,8075,exp
76,12.95,FL,2017-08-04,8076,pay
77,38.85,AZ,2017-08-04,8077,exp
78,59.4,FL,2017-08-04,8078,pay
79,25.9,CA,2017-08-04,8079,exp
80,12.95,OR,2017-08-04,8080,pay
81,38.85,KS,2017-08-04,8081,exp
82,38.85,CA,2017-08-04,8082,pay
83,38.85,CA,2017-08-04,8083,exp
84,49.95,MD,2017-08-04,8084,pay
85,10.36,CA,2017-08-04,8085,exp
86,10.36,CA,2017-08-04,8086,pay
87,49.95,CA,2017-08-04,8087,exp
88,49.95,MN,2017-08-04,8088,pay
89,25.9,OH,2017-08-04,8089,exp
90,12.95,OH,2017-08-04,8090,pay
91,49.95,CA,2017-08-04,8091,exp
92,38.85,NY,2017-08-04,8092,pay
93,38.85,GA,2017-08-04,8093,exp
94,12.95,TX,2017-08-04,8094,pay
95,49.95,NY,2017-08-04,8095,exp
96,38.85,FL,2017-08-04,8096,pay
97,12.95,NY,2017-08-04,8097,exp
98,31.08,CA,2017-08-04,8098,pay
99,49.95,MD,2017-08-04,8099,exp
100,38.85,OH,2017-08-04,8100,pay
101,12.95,PA,2017-08-04,8101,exp
102,12.95,IA,2017-08-04,8102,pay
103,12.95,TX,2017-08-04,8103,exp
104,12.95,MA,2017-08-04,8104,pay
105,49.95,AL,2017-08-04,8105,exp
106,38.85,FL,2017-08-04,8106,pay
107,12.95,WV,2017-08-04,8107,exp
108,38.85,OH,2017-08-04,8108,pay
109,25.9,GA,2017-08-04,8109,exp
110,38.85,MO,2017-08-04,8110,pay
111,10.36,MA,2017-08-04,8111,exp
112,38.85,MD,2017-08-04,8112,pay
113,10.36,PA,2017-08-04,8113,exp
114,38.85,NJ,2017-08-04,8114,pay
115,12.95,MI,2017-08-04,8115,exp
116,10.36,PA,2017-08-04,8116,pay
117,10.36,PA,2017-08-04,8117,exp
118,38.85,NV,2017-08-04,8118,pay
119,38.85,OH,2017-08-04,8119,exp
120,38.85,RI,2017-08-04,8120,pay
121,31.08,GA,2017-08-04,8121,exp
122,38.85,NY,2017-08-04,8122,pay
123,38.85,FL,2017-08-04,8123,exp
124,38.85,NY,2017-08-04,8124,pay
125,12.95,CA,2017-08-04,8125,exp
126,25.9,OH,2017-08-04,8126,pay
127,12.95,MI,2017-08-04,8127,exp
128,25.9,OH,2017-08-04,8128,pay
129,38.85,MO,2017-08-04,8129,exp
130,38.85,IL,2017-08-04,8130,pay
131,38.85,NC,2017-08-04,8131,exp
132,12.95,FL,2017-08-04,8132,pay
133,0,TN,2017-08-04,8133,exp
134,49.95,PA,2017-08-04,8134,pay
135,20.72,PA,2017-08-04,8135,exp
136,31.08,NJ,2017-08-04,8136,pay
137,38.85,TX,2017-08-04,8137,exp
138,38.85,TX,2017-08-04,8138,pay
139,49.95,MA,2017-08-04,8139,exp
140,12.95,OH,2017-08-04,8140,pay
141,38.85,CA,2017-08-04,8141,exp
142,12.95,UT,2017-08-04,8142,pay
143,0,TN,2017-08-04,8143,exp
144,12.95,TX,2017-08-04,8144,pay
145,0,TN,2017-08-04,8145,exp
146,38.85,MO,2017-08-04,8146,pay
147,12.95,IL,2017-08-04,8147,exp
148,10.36,NV,2017-08-04,8148,pay
149,59.4,NY,2017-08-04,8149,exp
150,38.85,CT,2017-08-04,8150,pay
151,12.95,NC,2017-08-04,8151,exp
152,12.95,OH,2017-08-04,8152,pay
153,12.95,AL,2017-08-04,8153,exp
154,11.01,TX,2017-08-04,8154,pay
155,10.36,VA,2017-08-04,8155,exp
156,38.85,KY,2017-08-04,8156,pay
157,38.85,MI,2017-08-04,8157,exp
158,20.72,CA,2017-08-04,8158,pay
159,10.36,CA,2017-08-04,8159,exp
160,12.95,OH,2017-08-04,8160,pay
161,31.08,NM,2017-08-04,8161,exp
162,10.36,CA,2017-08-04,8162,pay
163,12.95,OH,2017-08-04,8163,exp
164,25.9,MI,2017-08-04,8164,pay
165,38.85,OH,2017-08-04,8165,exp
166,12.95,NJ,2017-08-04,8166,pay
167,38.85,FL,2017-08-04,8167,exp
168,34.95,MN,2017-08-04,8168,pay
169,12.95,MT,2017-08-04,8169,exp
170,38.85,IL,2017-08-04,8170,pay
171,49.95,IL,2017-08-04,8171,exp
172,12.95,TN,2017-08-04,8172,pay
173,12.95,NC,2017-08-04,8173,exp
174,38.85,CT,2017-08-04,8174,pay
175,38.85,NH,2017-08-04,8175,exp
176,59.4,MD,2017-08-04,8176,pay
177,12.95,NY,2017-08-04,8177,exp
178,31.08,VA,2017-08-04,8178,pay
179,12.95,MO,2017-08-04,8179,exp
180,38.85,CO,2017-08-04,8180,pay
181,12.95,MN,2017-08-04,8181,exp
182,12.95,IL,2017-08-04,8182,pay
183,38.85,OK,2017-08-04,8183,exp
184,12.95,FL,2017-08-04,8184,pay
185,38.85,NE,2017-08-04,8185,exp
186,10.36,FL,2017-08-04,8186,pay
187,12.95,GA,2017-08-04,8187,exp
188,38.85,WA,2017-08-04,8188,pay
189,12.95,FL,2017-08-04,8189,exp
190,47.52,NY,2017-08-04,8190,pay
191,0,LA,2017-08-04,8191,exp
192,38.85,CT,2017-08-04,8192,pay
193,12.95,MN,2017-08-04,8193,exp
194,12.95,CA,2017-08-04,8194,pay
195,38.85,TX,2017-08-04,8195,exp
196,12.95,PA,2017-08-04,8196,pay
197,38.85,CT,2017-08-04,8197,exp
198,49.95,FL,2017-08-04,8198,pay
199,12.95,MI,2017-08-04,8199,exp
200,12.95,GA,2017-08-04,8200,pay
201,0,LA,2017-08-04,8201,exp
202,12.95,IL,2017-08-04,8202,pay
203,12.95,NH,2017-08-04,8203,exp
204,38.85,NY,2017-08-04,8204,pay
205,38.85,VA,2017-08-04,8205,exp
206,12.95,TX,2017-08-04,8206,pay
207,38.85,OK,2017-08-04,8207,exp
208,12.95,FL,2017-08-04,8208,pay
209,12.95,NH,2017-08-04,8209,exp
210,25.9,TX,2017-08-04,8210,pay
211,38.85,NY,2017-08-04,8211,exp
212,25.9,PA,2017-08-04,8212,pay
213,38.85,TX,2017-08-04,8213,exp
214,12.95,MA,2017-08-04,8214,pay
215,12.95,WA,2017-08-04,8215,exp
216,38.85,NE,2017-08-04,8216,pay
217,38.85,NC,2017-08-04,8217,exp
218,38.85,TX,2017-08-04,8218,pay
219,38.85,MA,2017-08-04,8219,exp
220,38.85,TX,2017-08-04,8220,pay
221,38.85,TX,2017-08-04,8221,exp
222,38.85,LA,2017-08-04,8222,pay
223,12.95,IL,2017-08-04,8223,exp
224,38.85,FL,2017-08-04,8224,pay
225,38.85,WY,2017-08-04,8225,exp
226,49.95,AL,2017-08-04,8226,pay
227,31.08,VA,2017-08-04,8227,exp
228,38.85,NY,2017-08-04,8228,pay
229,11.01,NY,2017-08-04,8229,exp
230,38.85,FL,2017-08-04,8230,pay
231,12.95,MI,2017-08-04,8231,exp
232,38.85,IL,2017-08-04,8232,pay
233,38.85,GA,2017-08-04,8233,exp
234,12.95,AL,2017-08-04,8234,pay
235,12.95,MA,2017-08-04,8235,exp
236,11.01,MA,2017-08-04,8236,pay
237,38.85,GA,2017-08-04,8237,exp
238,49.95,FL,2017-08-04,8238,pay
239,38.85,MD,2017-08-04,8239,exp
240,38.85,GA,2017-08-04,8240,pay
241,31.08,VA,2017-08-04,8241,exp
242,12.95,MA,2017-08-04,8242,pay
243,12.95,VA,2017-08-04,8243,exp
244,38.85,NY,2017-08-04,8244,pay
