<<<<<<< HEAD
id,account,amount,Location,Country,Time,tid,transaction_type
734,734,149,"b'Lorena, Texas'",US,2016-11-24T04:26:40.000Z,734,exp
735,735,99.12,"b'Hinckley, Ohio'",US,2016-11-24T04:26:52.000Z,735,exp
736,736,95.99,"b'Pompano Beach, Florida'",US,2016-11-24T04:27:00.000Z,736,exp
737,737,99.12,"b'Hinckley, Ohio'",US,2016-11-24T04:27:13.000Z,737,exp
738,738,75,"b'Sacramento, California'",US,2016-11-24T04:27:16.000Z,738,exp
739,739,9.99,"b'Jeffersonville, Indiana'",US,2016-11-24T04:27:17.000Z,739,exp
740,740,20,"b'Nine Mile Falls, Washington'",US,2016-11-24T04:27:22.000Z,740,exp
741,741,6.59,"b'Alto, Michigan'",US,2016-11-24T04:27:26.000Z,741,exp
742,742,25,"b'Oak Ridge, Tennessee'",US,2016-11-24T04:27:27.000Z,742,exp
743,743,119.95,"b'Orlando, Florida'",US,2016-11-24T04:27:27.000Z,743,exp
744,744,4.25,"b'Oxnard, California'",US,2016-11-24T04:27:29.000Z,744,exp
745,745,99.99,"b'Orange, California'",US,2016-11-24T04:27:29.000Z,745,exp
746,746,46,"b'Four Oaks, North Carolina'",US,2016-11-24T04:27:29.000Z,746,exp
747,747,45.85,"b'Granby, Massachusetts'",US,2016-11-24T04:27:38.000Z,747,exp
748,748,125,"b'Wadsworth, Illinois'",US,2016-11-24T04:27:44.000Z,748,exp
749,749,499,"b'Staten Island, New York'",US,2016-11-24T04:27:46.000Z,749,exp
750,750,475,"b'Staten Island, New York'",US,2016-11-24T04:27:47.000Z,750,exp
751,751,8.4,"b'Ontario, California'",US,2016-11-24T04:27:49.000Z,751,exp
752,752,10.99,"b'Brainerd, Minnesota'",US,2016-11-24T04:28:03.000Z,752,exp
753,753,2,"b'Orlando, Florida'",US,2016-11-24T04:28:04.000Z,753,exp
754,754,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:28:18.000Z,754,exp
755,755,59.95,b'Tennessee',US,2016-11-24T04:28:28.000Z,755,exp
756,756,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:28:38.000Z,756,exp
757,757,24.95,"b'Ballantine, Montana'",US,2016-11-24T04:28:37.000Z,757,exp
758,758,13.95,"b'Pico Rivera, California'",US,2016-11-24T04:28:42.000Z,758,exp
759,759,6,"b'Portland, Oregon'",US,2016-11-24T04:28:44.000Z,759,exp
760,760,67.99,"b'Saint Louis, Missouri'",US,2016-11-24T04:28:46.000Z,760,exp
761,761,7.99,"b'Queensbury, New York'",US,2016-11-24T04:28:53.000Z,761,exp
762,762,8.99,"b'Osceola, Wisconsin'",US,2016-11-24T04:29:00.000Z,762,exp
763,763,195,"b'Henderson, Nevada'",US,2016-11-24T04:28:59.000Z,763,exp
764,764,20,"b'Newport Beach, California'",US,2016-11-24T04:29:27.000Z,764,exp
765,765,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:29:30.000Z,765,exp
766,766,20,"b'Newport Beach, California'",US,2016-11-24T04:29:32.000Z,766,exp
767,767,34.25,"b'Maryland Heights, Missouri'",US,2016-11-24T04:29:34.000Z,767,exp
768,768,25,"b'Sherman Oaks, California'",US,2016-11-24T04:29:44.000Z,768,exp
769,769,9,"b'Cleveland, Ohio'",US,2016-11-24T04:30:00.000Z,769,exp
770,770,50,"b'Brooklyn, New York'",US,2016-11-24T04:30:06.000Z,770,exp
771,771,4.25,"b'Oxnard, California'",US,2016-11-24T04:30:09.000Z,771,exp
772,772,832.5,"b'New York, New York'",US,2016-11-24T04:30:10.000Z,772,exp
773,773,29.9,"b'Covina, California'",US,2016-11-24T04:30:15.000Z,773,exp
774,774,99.99,"b'Orlando, Florida'",US,2016-11-24T04:30:14.000Z,774,exp
775,775,45,"b'Portland, Oregon'",US,2016-11-24T04:30:15.000Z,775,exp
776,776,185,"b'Waukesha, Wisconsin'",US,2016-11-24T04:30:25.000Z,776,exp
777,777,149,"b'Temecula, California'",US,2016-11-24T04:30:29.000Z,777,exp
778,778,21.35,"b'Pompano Beach, Florida'",US,2016-11-24T04:30:33.000Z,778,exp
779,779,9.99,"b'Tucson, Arizona'",US,2016-11-24T04:30:44.000Z,779,exp
780,780,39.95,"b'Chinook, Washington'",US,2016-11-24T04:45:40.000Z,780,exp
781,781,12.5,"b'Louisville, Kentucky'",US,2016-11-24T04:30:49.000Z,781,exp
782,782,550,"b'Renton, Washington'",US,2016-11-24T04:30:49.000Z,782,exp
783,783,9.99,"b'Anaheim, California'",US,2016-11-24T04:30:51.000Z,783,exp
784,784,15.99,"b'Indianapolis, Indiana'",US,2016-11-24T04:31:02.000Z,784,exp
785,785,44.95,"b'Haddon Heights, New Jersey'",US,2016-11-24T04:31:05.000Z,785,exp
786,786,32.69,"b'Rancho Cucamonga, California'",US,2016-11-24T04:31:12.000Z,786,exp
787,787,1.99,"b'Harrogate, Tennessee'",US,2016-11-24T04:31:23.000Z,787,exp
788,788,1.99,"b'Harrogate, Tennessee'",US,2016-11-24T04:31:25.000Z,788,exp
789,789,300,"b'Plant City, Florida'",US,2016-11-24T04:31:25.000Z,789,exp
790,790,1.99,"b'Harrogate, Tennessee'",US,2016-11-24T04:31:31.000Z,790,exp
791,791,6.53,"b'Bard, California'",US,2016-11-24T04:31:31.000Z,791,exp
792,792,1.99,"b'Harrogate, Tennessee'",US,2016-11-24T04:31:33.000Z,792,exp
793,793,114.95,"b'Hinckley, Ohio'",US,2016-11-24T04:31:34.000Z,793,exp
794,794,1.99,"b'Harrogate, Tennessee'",US,2016-11-24T04:31:35.000Z,794,exp
795,795,1.99,"b'Harrogate, Tennessee'",US,2016-11-24T04:31:42.000Z,795,exp
796,796,69,"b'Attleboro, Massachusetts'",US,2016-11-24T04:31:41.000Z,796,exp
797,797,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:31:44.000Z,797,exp
798,798,6.99,"b'Alto, Michigan'",US,2016-11-24T04:31:50.000Z,798,exp
799,799,1.99,"b'Harrogate, Tennessee'",US,2016-11-24T04:31:52.000Z,799,exp
800,800,21.35,"b'Pompano Beach, Florida'",US,2016-11-24T04:31:52.000Z,800,exp
801,801,25,"b'Niagara Falls, New York'",US,2016-11-24T04:31:53.000Z,801,exp
802,802,1.99,"b'Harrogate, Tennessee'",US,2016-11-24T04:31:54.000Z,802,exp
803,803,10.99,"b'Surprise, Arizona'",US,2016-11-24T04:31:54.000Z,803,exp
804,804,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:31:55.000Z,804,exp
805,805,22.5,"b'Tinley Park, Illinois'",US,2016-11-24T04:31:58.000Z,805,exp
806,806,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:32:05.000Z,806,exp
807,807,9.99,"b'San Antonio, Texas'",US,2016-11-24T04:32:05.000Z,807,exp
808,808,142.5,"b'Smyrna, Georgia'",US,2016-11-24T05:30:09.000Z,808,exp
809,809,26.99,"b'Lexington, Kentucky'",US,2016-11-24T04:32:15.000Z,809,exp
810,810,37.77,"b'Columbus, Ohio'",US,2016-11-25T02:00:21.000Z,810,exp
811,811,49.97,"b'Woodland, California'",US,2016-11-24T04:32:23.000Z,811,exp
812,812,5.95,"b'Guilford, Connecticut'",US,2016-11-24T04:32:33.000Z,812,exp
813,813,8.99,"b'Tucson, Arizona'",US,2016-11-24T04:32:38.000Z,813,exp
814,814,65.95,"b'East Wenatchee, Washington'",US,2016-11-24T04:32:45.000Z,814,exp
815,815,14.99,"b'Godfrey, Illinois'",US,2016-11-24T04:32:46.000Z,815,exp
816,816,17.97,"b'Woodland, California'",US,2016-11-24T04:32:46.000Z,816,exp
817,817,2.99,"b'Diamond Bar, California'",US,2016-11-24T04:32:52.000Z,817,exp
818,818,208.99,"b'Plainsboro, New Jersey'",US,2016-11-24T04:32:53.000Z,818,exp
819,819,10,"b'Tucson, Arizona'",US,2016-11-24T04:32:54.000Z,819,exp
820,820,114.95,"b'Hinckley, Ohio'",US,2016-11-24T04:33:01.000Z,820,exp
821,821,177.49,"b'Los Angeles, California'",US,2016-11-24T04:33:09.000Z,821,exp
822,822,21.99,"b'Austin, Texas'",US,2016-11-24T04:33:17.000Z,822,exp
823,823,114.95,"b'Hinckley, Ohio'",US,2016-11-24T04:33:21.000Z,823,exp
824,824,1.99,"b'Haverhill, Massachusetts'",US,2016-11-24T04:33:37.000Z,824,exp
825,825,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:33:42.000Z,825,exp
826,826,117,"b'Virginia Beach, Virginia'",US,2016-11-25T03:00:42.000Z,826,exp
827,827,4.25,"b'Oxnard, California'",US,2016-11-24T04:33:52.000Z,827,exp
828,828,0.99,"b'Micanopy, Florida'",US,2016-11-24T04:34:08.000Z,828,exp
829,829,1.99,"b'Micanopy, Florida'",US,2016-11-24T04:34:08.000Z,829,exp
830,830,4.99,"b'Micanopy, Florida'",US,2016-11-24T04:34:08.000Z,830,exp
831,831,17.99,"b'Russell, Pennsylvania'",US,2016-11-24T04:34:08.000Z,831,exp
832,832,7.99,"b'Tucson, Arizona'",US,2016-11-24T04:34:16.000Z,832,exp
833,833,114.95,"b'Hinckley, Ohio'",US,2016-11-24T04:34:23.000Z,833,exp
834,834,3.99,"b'Brainerd, Minnesota'",US,2016-11-24T04:34:30.000Z,834,exp
835,835,49.99,"b'Laingsburg, Michigan'",US,2016-11-24T04:34:36.000Z,835,exp
836,836,37.79,"b'Springville, Utah'",US,2016-11-24T04:34:37.000Z,836,exp
837,837,9.99,"b'Windsor, North Carolina'",US,2016-11-24T04:34:47.000Z,837,exp
838,838,23.5,b'United States',US,2016-11-24T04:34:47.000Z,838,exp
839,839,114.95,"b'Hinckley, Ohio'",US,2016-11-24T04:34:54.000Z,839,exp
840,840,32.69,"b'Rancho Cucamonga, California'",US,2016-11-24T04:34:56.000Z,840,exp
841,841,21.35,"b'Pompano Beach, Florida'",US,2016-11-24T04:35:12.000Z,841,exp
842,842,128,"b'Lynnwood, Washington'",US,2016-11-24T04:35:15.000Z,842,exp
843,843,129.99,"b'Orange, California'",US,2016-11-24T04:35:16.000Z,843,exp
844,844,9,"b'Portland, Oregon'",US,2016-11-24T04:35:16.000Z,844,exp
845,845,29.99,"b'Monson, Massachusetts'",US,2016-11-24T04:35:20.000Z,845,exp
846,846,2,"b'Orlando, Florida'",US,2016-11-24T04:35:26.000Z,846,exp
847,847,17.09,b'California',US,2016-11-24T04:35:26.000Z,847,exp
848,848,69,"b'Sacramento, California'",US,2016-11-24T04:35:34.000Z,848,exp
849,849,25.82,"b'Mirror Lake, New Hampshire'",US,2016-11-24T04:35:35.000Z,849,exp
850,850,4.25,"b'Oxnard, California'",US,2016-11-24T04:35:37.000Z,850,exp
851,851,129.99,"b'Saint Louis, Missouri'",US,2016-11-24T04:35:39.000Z,851,exp
852,852,14.99,"b'Burlington, Massachusetts'",US,2016-11-24T04:35:40.000Z,852,exp
853,853,100,"b'Birmingham, Alabama'",US,2016-11-24T04:35:46.000Z,853,exp
854,854,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:35:48.000Z,854,exp
855,855,34.99,"b'Saginaw, Michigan'",US,2016-11-24T04:35:55.000Z,855,exp
856,856,34.99,"b'Saint Louis, Missouri'",US,2016-11-24T04:36:07.000Z,856,exp
857,857,59.95,"b'San Marcos, Texas'",US,2016-11-24T04:36:08.000Z,857,exp
858,858,35,"b'Bettendorf, Iowa'",US,2016-11-24T04:36:18.000Z,858,exp
859,859,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:36:21.000Z,859,exp
860,860,29.99,"b'West Burlington, Iowa'",US,2016-11-24T04:36:22.000Z,860,exp
861,861,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:36:41.000Z,861,exp
862,862,3.95,"b'Guilford, Connecticut'",US,2016-11-24T04:36:44.000Z,862,exp
863,863,49.99,"b'Wallingford, Pennsylvania'",US,2016-11-24T04:37:03.000Z,863,exp
864,864,24.95,"b'Diamond Bar, California'",US,2016-11-24T04:37:10.000Z,864,exp
865,865,33.95,"b'Albany, Kentucky'",US,2016-11-24T04:37:10.000Z,865,exp
866,866,4.25,"b'Oxnard, California'",US,2016-11-24T04:37:20.000Z,866,exp
867,867,5.98,"b'Hayward, California'",US,2016-11-24T04:37:35.000Z,867,exp
868,868,19.99,"b'Hayward, California'",US,2016-11-24T04:37:35.000Z,868,exp
869,869,4.79,"b'Hayward, California'",US,2016-11-24T04:37:35.000Z,869,exp
870,870,300,"b'Mountain Top, Pennsylvania'",US,2016-11-24T04:37:38.000Z,870,exp
871,871,87.13,"b'Hinckley, Ohio'",US,2016-11-24T04:37:41.000Z,871,exp
872,872,21.35,"b'Pompano Beach, Florida'",US,2016-11-24T04:37:45.000Z,872,exp
873,873,22.5,"b'Tinley Park, Illinois'",US,2016-11-24T04:37:56.000Z,873,exp
874,874,99.99,"b'Orange, California'",US,2016-11-24T04:38:05.000Z,874,exp
875,875,2,"b'Portland, Oregon'",US,2016-11-24T04:38:10.000Z,875,exp
876,876,87.13,"b'Hinckley, Ohio'",US,2016-11-24T04:38:12.000Z,876,exp
877,877,87.99,"b'Agoura Hills, California'",US,2016-11-24T04:38:14.000Z,877,exp
878,878,69.95,"b'Flatwoods, Kentucky'",US,2016-11-24T04:38:24.000Z,878,exp
879,879,12,"b'Reading, Pennsylvania'",US,2016-11-24T04:38:35.000Z,879,exp
880,880,94.99,"b'Medina, Ohio'",US,2016-11-24T04:38:41.000Z,880,exp
881,881,59,"b'Lincoln, Nebraska'",US,2016-11-24T04:38:47.000Z,881,exp
882,882,25,"b'Niagara Falls, New York'",US,2016-11-24T04:39:05.000Z,882,exp
883,883,21.99,"b'Monson, Massachusetts'",US,2016-11-24T04:39:12.000Z,883,exp
884,884,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:39:13.000Z,884,exp
885,885,24.99,"b'Marietta, Oklahoma'",US,2016-11-24T04:39:15.000Z,885,exp
886,886,16,"b'Bronx, New York'",US,2016-11-24T04:39:21.000Z,886,exp
887,887,5.99,"b'Lawrenceville, Georgia'",US,2016-11-24T04:39:24.000Z,887,exp
888,888,21.35,"b'Pompano Beach, Florida'",US,2016-11-24T04:39:27.000Z,888,exp
889,889,21.35,"b'Pompano Beach, Florida'",US,2016-11-24T04:39:36.000Z,889,exp
890,890,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:39:47.000Z,890,exp
891,891,8,"b'Lemon Grove, California'",US,2016-11-24T04:39:53.000Z,891,exp
892,892,8,"b'Lemon Grove, California'",US,2016-11-24T04:39:54.000Z,892,exp
893,893,130,"b'Nine Mile Falls, Washington'",US,2016-11-24T04:40:00.000Z,893,exp
894,894,39.99,"b'Floyd, Virginia'",US,2016-11-24T04:40:02.000Z,894,exp
895,895,24.99,"b'Marietta, Oklahoma'",US,2016-11-24T04:40:05.000Z,895,exp
896,896,20,"b'Tucson, Arizona'",US,2016-11-24T04:40:06.000Z,896,exp
897,897,8,"b'Portland, Oregon'",US,2016-11-24T04:40:09.000Z,897,exp
898,898,78,"b'Lynnwood, Washington'",US,2016-11-24T04:40:16.000Z,898,exp
899,899,128,"b'Lynnwood, Washington'",US,2016-11-24T04:40:16.000Z,899,exp
900,900,128,"b'Lynnwood, Washington'",US,2016-11-24T04:40:16.000Z,900,exp
901,901,122.5,"b'Boulder, Colorado'",US,2016-11-24T04:40:41.000Z,901,exp
902,902,36.99,"b'Snohomish, Washington'",US,2016-11-24T04:40:42.000Z,902,exp
903,903,17.09,b'California',US,2016-11-24T04:40:46.000Z,903,exp
904,904,112.5,"b'Topeka, Kansas'",US,2016-11-24T04:40:52.000Z,904,exp
905,905,11.95,"b'San Jose, California'",US,2016-11-24T04:41:02.000Z,905,exp
906,906,34.99,"b'Marietta, Oklahoma'",US,2016-11-24T04:41:05.000Z,906,exp
907,907,23.5,"b'Spokane, Washington'",US,2016-11-25T01:00:09.000Z,907,exp
908,908,29.5,"b'Skokie, Illinois'",US,2016-11-24T04:41:30.000Z,908,exp
909,909,295,"b'Redondo Beach, California'",US,2016-11-24T04:41:31.000Z,909,exp
910,910,32.69,"b'Rancho Cucamonga, California'",US,2016-11-24T04:41:38.000Z,910,exp
911,911,4.99,"b'Blue Ridge, Texas'",US,2016-11-24T04:41:40.000Z,911,exp
912,912,170.95,"b'Virginia Beach, Virginia'",US,2016-11-24T04:41:46.000Z,912,exp
913,913,37.79,"b'Springville, Utah'",US,2016-11-24T04:41:55.000Z,913,exp
914,914,7.99,"b'Alto, Michigan'",US,2016-11-24T04:42:01.000Z,914,exp
915,915,29.95,"b'Tacoma, Washington'",US,2016-11-24T04:42:02.000Z,915,exp
916,916,4.99,"b'Brainerd, Minnesota'",US,2016-11-24T04:42:02.000Z,916,exp
917,917,149,"b'Temecula, California'",US,2016-11-24T04:42:03.000Z,917,exp
918,918,9.99,"b'Lake in the Hills, Illinois'",US,2016-11-24T04:42:03.000Z,918,exp
919,919,16.88,"b'Broken Arrow, Oklahoma'",US,2016-11-24T04:42:10.000Z,919,exp
920,920,25.98,"b'Sierra Vista, Arizona'",US,2016-11-24T04:42:22.000Z,920,exp
921,921,114.95,"b'Hinckley, Ohio'",US,2016-11-24T04:42:26.000Z,921,exp
922,922,14.96,"b'Deltona, Florida'",US,2016-11-24T04:42:30.000Z,922,exp
923,923,114.95,"b'Hinckley, Ohio'",US,2016-11-24T04:42:38.000Z,923,exp
924,924,200,b'US',US,2016-11-24T04:42:39.000Z,924,exp
925,925,69.99,"b'Wausau, Wisconsin'",US,2016-11-24T04:42:58.000Z,925,exp
926,926,7.99,"b'La Palma, California'",US,2016-11-24T04:43:25.000Z,926,exp
927,927,16.99,"b'Carson, California'",US,2016-11-24T04:43:31.000Z,927,exp
928,928,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:43:32.000Z,928,exp
929,929,7.99,"b'Detroit, Michigan'",US,2016-11-24T04:43:39.000Z,929,exp
930,930,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:43:42.000Z,930,exp
931,931,15.5,"b'Apollo Beach, Florida'",US,2016-11-24T04:43:47.000Z,931,exp
932,932,88,b'Texas',US,2016-11-24T04:43:53.000Z,932,exp
933,933,108,b'Texas',US,2016-11-24T04:43:53.000Z,933,exp
934,934,145,"b'Temecula, California'",US,2016-11-24T04:43:58.000Z,934,exp
935,935,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:44:05.000Z,935,exp
936,936,8.59,"b'Alto, Michigan'",US,2016-11-24T04:44:07.000Z,936,exp
937,937,109,"b'Wyoming, Michigan'",US,2016-11-24T04:44:11.000Z,937,exp
938,938,18.95,"b'Fort Lauderdale, Florida'",US,2016-11-24T04:44:15.000Z,938,exp
939,939,21.99,"b'Monson, Massachusetts'",US,2016-11-24T04:44:24.000Z,939,exp
940,940,106.4,"b'Hinckley, Ohio'",US,2016-11-24T04:44:27.000Z,940,exp
941,941,84.99,"b'Tarzana, California'",US,2016-11-24T04:44:52.000Z,941,exp
942,942,98.8,"b'Hinckley, Ohio'",US,2016-11-24T04:45:03.000Z,942,exp
943,943,25.99,"b'Tucson, Arizona'",US,2016-11-24T04:45:11.000Z,943,exp
944,944,27.99,"b'Tucson, Arizona'",US,2016-11-24T04:45:11.000Z,944,exp
945,945,39.99,"b'Floyd, Virginia'",US,2016-11-24T04:45:18.000Z,945,exp
946,946,29.99,"b'Arlington, Virginia'",US,2016-11-24T04:45:33.000Z,946,exp
947,947,16,"b'Pocatello, Idaho'",US,2016-11-24T04:45:40.000Z,947,exp
948,948,14,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:40.000Z,948,exp
949,949,20,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:40.000Z,949,exp
950,950,25,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:40.000Z,950,exp
951,951,18,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:40.000Z,951,exp
952,952,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,952,exp
953,953,30,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:40.000Z,953,exp
954,954,16,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,954,exp
955,955,130,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:40.000Z,955,exp
956,956,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:40.000Z,956,exp
957,957,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,957,exp
958,958,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,958,exp
959,959,16,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,959,exp
960,960,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,960,exp
961,961,35,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,961,exp
962,962,25,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,962,exp
963,963,14,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,963,exp
964,964,14,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,964,exp
965,965,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,965,exp
966,966,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,966,exp
967,967,14,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,967,exp
968,968,18,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,968,exp
969,969,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,969,exp
970,970,20,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,970,exp
971,971,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,971,exp
972,972,16,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,972,exp
973,973,30,"b'Blackfoot, Idaho'",US,2016-11-24T04:45:41.000Z,973,exp
974,974,149.99,"b'Belleville, Illinois'",US,2016-11-24T04:46:01.000Z,974,exp
975,975,60,"b'Twin Lakes, Wisconsin'",US,2016-11-24T04:46:03.000Z,975,exp
976,976,6.5,"b'Brighton, Michigan'",US,2016-11-24T04:46:03.000Z,976,exp
977,977,34.99,"b'Snohomish, Washington'",US,2016-11-24T04:46:08.000Z,977,exp
978,978,22,"b'Newport, Tennessee'",US,2016-11-24T04:46:17.000Z,978,exp
979,979,93.53,b'Multiple Location',US,2016-11-24T04:46:19.000Z,979,exp
980,980,15,"b'Vero Beach, Florida'",US,2016-11-24T04:46:20.000Z,980,exp
981,981,36.99,"b'Vero Beach, Florida'",US,2016-11-24T04:46:20.000Z,981,exp
982,982,7.95,"b'Linden, Michigan'",US,2016-11-24T04:46:22.000Z,982,exp
983,983,98.8,"b'Hinckley, Ohio'",US,2016-11-24T04:46:32.000Z,983,exp
984,984,5.95,"b'Grand Saline, Texas'",US,2016-11-24T04:46:44.000Z,984,exp
985,985,145,"b'Temecula, California'",US,2016-11-24T04:46:47.000Z,985,exp
986,986,9.95,"b'Flat Rock, Michigan'",US,2016-11-24T04:46:52.000Z,986,exp
987,987,6.5,"b'Milwaukee, Wisconsin'",US,2016-11-24T04:47:03.000Z,987,exp
988,988,6.99,"b'Detroit, Michigan'",US,2016-11-24T04:47:17.000Z,988,exp
989,989,112.58,"b'Hinckley, Ohio'",US,2016-11-24T04:47:31.000Z,989,exp
990,990,8,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:33.000Z,990,exp
991,991,10,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:34.000Z,991,exp
992,992,8,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:34.000Z,992,exp
993,993,8,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:34.000Z,993,exp
994,994,10,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:34.000Z,994,exp
995,995,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:34.000Z,995,exp
996,996,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,996,exp
997,997,8,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,997,exp
998,998,10,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,998,exp
999,999,10,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,999,exp
1000,1000,8,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,1000,exp
1001,1001,8,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,1001,exp
1002,1002,10,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,1002,exp
1003,1003,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,1003,exp
1004,1004,8,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,1004,exp
1005,1005,10,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,1005,exp
1006,1006,12,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,1006,exp
1007,1007,10,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:35.000Z,1007,exp
1008,1008,10,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:36.000Z,1008,exp
1009,1009,10,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:36.000Z,1009,exp
1010,1010,8,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:36.000Z,1010,exp
1011,1011,6.5,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:36.000Z,1011,exp
1012,1012,10,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:36.000Z,1012,exp
1013,1013,8,"b'Blackfoot, Idaho'",US,2016-11-24T04:47:36.000Z,1013,exp
1014,1014,112.58,"b'Hinckley, Ohio'",US,2016-11-24T04:47:44.000Z,1014,exp
1015,1015,12.99,"b'Germantown, Tennessee'",US,2016-11-24T04:47:45.000Z,1015,exp
1016,1016,209.99,"b'Belleville, Illinois'",US,2016-11-24T04:48:01.000Z,1016,exp
1017,1017,23.99,"b'Lexington, Kentucky'",US,2016-11-24T04:48:01.000Z,1017,exp
1018,1018,12,"b'Houston, Texas'",US,2016-11-24T04:48:14.000Z,1018,exp
1019,1019,750,"b'Beaverton, Oregon'",US,2016-11-24T04:48:16.000Z,1019,exp
1020,1020,6.99,"b'Indianapolis, Indiana'",US,2016-11-24T04:48:19.000Z,1020,exp
1021,1021,7.75,"b'Los Angeles, California'",US,2016-11-24T04:48:19.000Z,1021,exp
1022,1022,6.99,"b'Detroit, Michigan'",US,2016-11-24T04:48:21.000Z,1022,exp
1023,1023,112.58,"b'Hinckley, Ohio'",US,2016-11-24T04:48:27.000Z,1023,exp
1024,1024,149,"b'Temecula, California'",US,2016-11-24T04:48:30.000Z,1024,exp
1025,1025,39.99,"b'Little Elm, Texas'",US,2016-11-24T04:48:35.000Z,1025,exp
1026,1026,5.99,b'89434',US,2016-11-24T04:48:37.000Z,1026,exp
1027,1027,20,"b'Portland, Oregon'",US,2016-11-24T04:48:40.000Z,1027,exp
1028,1028,112.58,"b'Hinckley, Ohio'",US,2016-11-24T04:48:43.000Z,1028,exp
1029,1029,5.99,b'89434',US,2016-11-24T04:48:46.000Z,1029,exp
1030,1030,8,"b'Lemon Grove, California'",US,2016-11-24T04:48:50.000Z,1030,exp
1031,1031,8,"b'Lemon Grove, California'",US,2016-11-24T04:48:50.000Z,1031,exp
1032,1032,8,"b'Lemon Grove, California'",US,2016-11-24T04:48:50.000Z,1032,exp
1033,1033,8,"b'Lemon Grove, California'",US,2016-11-24T04:48:51.000Z,1033,exp
1034,1034,8,"b'Lemon Grove, California'",US,2016-11-24T04:48:50.000Z,1034,exp
1035,1035,8,"b'Lemon Grove, California'",US,2016-11-24T04:48:50.000Z,1035,exp
1036,1036,8,"b'Lemon Grove, California'",US,2016-11-24T04:48:51.000Z,1036,exp
