<<<<<<< HEAD
account,amount,location,date,tid,transaction_type
663,12.95,AZ,2017-08-04,663,exp
664,38.85,FL,2017-08-04,664,pay
665,12.95,GA,2017-08-04,665,exp
666,12.95,UT,2017-08-04,666,pay
667,38.85,IL,2017-08-04,667,exp
668,12.95,TN,2017-08-04,668,pay
669,12.95,NH,2017-08-04,669,exp
670,12.95,MI,2017-08-04,670,pay
671,12.95,MA,2017-08-04,671,exp
672,12.95,MA,2017-08-04,672,pay
673,12.95,MA,2017-08-04,673,exp
674,12.95,MA,2017-08-04,674,pay
675,12.95,MA,2017-08-04,675,exp
676,12.95,MA,2017-08-04,676,pay
677,38.85,IN,2017-08-04,677,exp
678,12.95,AZ,2017-08-04,678,pay
679,12.95,WI,2017-08-04,679,exp
680,38.85,AK,2017-08-04,680,pay
681,38.85,VA,2017-08-04,681,exp
682,38.85,IL,2017-08-04,682,pay
683,10.36,FL,2017-08-04,683,exp
684,38.85,GA,2017-08-04,684,pay
685,38.85,MA,2017-08-04,685,exp
686,25.9,NC,2017-08-04,686,pay
687,12.95,TX,2017-08-04,687,exp
688,12.95,TX,2017-08-04,688,pay
689,12.95,FL,2017-08-04,689,exp
690,12.95,FL,2017-08-04,690,pay
691,38.85,MS,2017-08-04,691,exp
692,12.95,WI,2017-08-04,692,pay
693,12.95,NC,2017-08-04,693,exp
694,12.95,FL,2017-08-04,694,pay
695,38.85,WA,2017-08-04,695,exp
696,38.85,MA,2017-08-04,696,pay
697,10.36,CA,2017-08-04,697,exp
698,38.85,TX,2017-08-04,698,pay
699,34.95,FL,2017-08-04,699,exp
700,38.85,FL,2017-08-04,700,pay
701,38.85,NJ,2017-08-04,701,exp
702,12.95,VA,2017-08-04,702,pay
703,38.85,GA,2017-08-04,703,exp
704,12.95,FL,2017-08-04,704,pay
705,38.85,MD,2017-08-04,705,exp
706,12.95,CA,2017-08-04,706,pay
707,25.9,CA,2017-08-04,707,exp
708,10.36,CA,2017-08-04,708,pay
709,38.85,NE,2017-08-04,709,exp
710,12.95,NC,2017-08-04,710,pay
711,38.85,OH,2017-08-04,711,exp
712,12.95,CA,2017-08-04,712,pay
713,38.85,KY,2017-08-04,713,exp
714,38.85,MN,2017-08-04,714,pay
715,38.85,VA,2017-08-04,715,exp
716,38.85,IL,2017-08-04,716,pay
717,38.85,MI,2017-08-04,717,exp
718,38.85,TX,2017-08-04,718,pay
719,38.85,MI,2017-08-04,719,exp
720,38.85,CA,2017-08-04,720,pay
721,12.95,IL,2017-08-04,721,exp
722,49.95,MO,2017-08-04,722,pay
723,38.85,MA,2017-08-04,723,exp
724,9.99,MA,2017-08-04,724,pay
725,9.99,MA,2017-08-04,725,exp
726,9.99,MA,2017-08-04,726,pay
727,38.85,TN,2017-08-04,727,exp
728,38.85,MD,2017-08-04,728,pay
729,38.85,SC,2017-08-04,729,exp
730,38.85,NJ,2017-08-04,730,pay
731,38.85,VA,2017-08-04,731,exp
732,12.95,NY,2017-08-04,732,pay
733,12.95,GA,2017-08-04,733,exp
734,12.95,CA,2017-08-04,734,pay
735,11.65,GA,2017-08-04,735,exp
736,12.95,GA,2017-08-04,736,pay
737,31.08,FL,2017-08-04,737,exp
738,38.85,GA,2017-08-04,738,pay
739,38.85,OH,2017-08-04,739,exp
740,38.85,DC,2017-08-04,740,pay
741,12.95,WA,2017-08-04,741,exp
742,12.95,MO,2017-08-04,742,pay
743,12.95,CA,2017-08-04,743,exp
744,38.85,VA,2017-08-04,744,pay
745,38.85,IL,2017-08-04,745,exp
746,12.95,OR,2017-08-04,746,pay
747,49.95,CA,2017-08-04,747,exp
748,12.95,AR,2017-08-04,748,pay
749,12.95,AR,2017-08-04,749,exp
750,12.95,AR,2017-08-04,750,pay
751,12.95,AR,2017-08-04,751,exp
752,38.85,CA,2017-08-04,752,pay
753,10.36,CA,2017-08-04,753,exp
754,38.85,VA,2017-08-04,754,pay
755,12.95,AR,2017-08-04,755,exp
756,12.95,MD,2017-08-04,756,pay
757,12.95,AR,2017-08-04,757,exp
758,12.95,AR,2017-08-04,758,pay
759,12.95,AR,2017-08-04,759,exp
760,12.95,AR,2017-08-04,760,pay
761,25.9,AR,2017-08-04,761,exp
762,38.85,FL,2017-08-04,762,pay
763,38.85,NC,2017-08-04,763,exp
764,12.95,CA,2017-08-04,764,pay
765,12.95,NJ,2017-08-04,765,exp
766,12.95,NJ,2017-08-04,766,pay
767,12.95,WA,2017-08-04,767,exp
768,12.95,SC,2017-08-04,768,pay
769,12.95,SC,2017-08-04,769,exp
770,12.95,MD,2017-08-04,770,pay
771,38.85,CA,2017-08-04,771,exp
772,12.95,CA,2017-08-04,772,pay
773,38.85,CA,2017-08-04,773,exp
774,38.85,CA,2017-08-04,774,pay
775,12.95,CO,2017-08-04,775,exp
776,89.95,CA,2017-08-04,776,pay
777,38.85,GA,2017-08-04,777,exp
778,38.85,MA,2017-08-04,778,pay
779,12.95,AL,2017-08-04,779,exp
780,29.97,MA,2017-08-04,780,pay
781,25.9,NY,2017-08-04,781,exp
782,12.95,NY,2017-08-04,782,pay
783,12.95,TN,2017-08-04,783,exp
784,38.85,MN,2017-08-04,784,pay
785,12.95,AL,2017-08-04,785,exp
786,12.95,AZ,2017-08-04,786,pay
787,38.85,NC,2017-08-04,787,exp
788,12.95,FL,2017-08-04,788,pay
789,38.85,CA,2017-08-04,789,exp
790,12.95,CA,2017-08-04,790,pay
791,12.95,CA,2017-08-04,791,exp
792,12.95,CA,2017-08-04,792,pay
793,12.95,CA,2017-08-04,793,exp
794,12.95,MD,2017-08-04,794,pay
795,38.85,CA,2017-08-04,795,exp
796,38.85,CA,2017-08-04,796,pay
797,25.9,CA,2017-08-04,797,exp
798,38.85,NJ,2017-08-04,798,pay
799,12.95,IA,2017-08-04,799,exp
800,38.85,TX,2017-08-04,800,pay
801,29.97,MA,2017-08-04,801,exp
802,38.85,WA,2017-08-04,802,pay
803,38.85,TX,2017-08-04,803,exp
804,12.95,VA,2017-08-04,804,pay
805,38.85,DC,2017-08-04,805,exp
806,38.85,TX,2017-08-04,806,pay
807,12.95,GA,2017-08-04,807,exp
808,12.95,GA,2017-08-04,808,pay
809,12.95,IL,2017-08-04,809,exp
810,12.95,GA,2017-08-04,810,pay
811,38.85,MI,2017-08-04,811,exp
812,12.95,MI,2017-08-04,812,pay
813,12.95,FL,2017-08-04,813,exp
814,12.95,GA,2017-08-04,814,pay
815,12.95,MO,2017-08-04,815,exp
816,12.95,IL,2017-08-04,816,pay
817,25.9,CA,2017-08-04,817,exp
818,12.95,CA,2017-08-04,818,pay
819,25.9,CA,2017-08-04,819,exp
820,12.95,TX,2017-08-04,820,pay
821,38.85,CA,2017-08-04,821,exp
822,38.85,AL,2017-08-04,822,pay
823,38.85,CA,2017-08-04,823,exp
824,12.95,CA,2017-08-04,824,pay
825,12.95,NV,2017-08-04,825,exp
826,12.95,GA,2017-08-04,826,pay
827,38.85,CA,2017-08-04,827,exp
828,12.95,AL,2017-08-04,828,pay
829,38.85,OK,2017-08-04,829,exp
830,38.85,CA,2017-08-04,830,pay
831,25.9,OH,2017-08-04,831,exp
832,12.95,NV,2017-08-04,832,pay
833,12.95,NV,2017-08-04,833,exp
834,12.95,DE,2017-08-04,834,pay
835,38.85,WV,2017-08-04,835,exp
836,38.85,NE,2017-08-04,836,pay
837,38.85,NJ,2017-08-04,837,exp
838,12.95,NY,2017-08-04,838,pay
839,12.95,NY,2017-08-04,839,exp
840,38.85,OK,2017-08-04,840,pay
841,12.95,CA,2017-08-04,841,exp
842,38.85,OR,2017-08-04,842,pay
843,38.85,LA,2017-08-04,843,exp
844,12.95,GA,2017-08-04,844,pay
845,12.95,VA,2017-08-04,845,exp
846,12.95,AK,2017-08-04,846,pay
847,12.95,KY,2017-08-04,847,exp
848,38.85,WV,2017-08-04,848,pay
849,38.85,CA,2017-08-04,849,exp
850,38.85,IN,2017-08-04,850,pay
851,38.85,CA,2017-08-04,851,exp
852,38.85,NY,2017-08-04,852,pay
853,12.95,VA,2017-08-04,853,exp
854,12.95,NY,2017-08-04,854,pay
855,12.95,NY,2017-08-04,855,exp
856,38.85,FL,2017-08-04,856,pay
857,38.85,NY,2017-08-04,857,exp
858,38.85,CA,2017-08-04,858,pay
859,38.85,CA,2017-08-04,859,exp
860,12.95,CA,2017-08-04,860,pay
861,12.95,VA,2017-08-04,861,exp
862,25.9,VA,2017-08-04,862,pay
863,12.95,VA,2017-08-04,863,exp
864,12.95,CA,2017-08-04,864,pay
865,12.95,FL,2017-08-04,865,exp
866,12.95,CO,2017-08-04,866,pay
867,12.95,GA,2017-08-04,867,exp
868,12.95,TX,2017-08-04,868,pay
869,12.95,IN,2017-08-04,869,exp
870,12.95,OK,2017-08-04,870,pay
871,31.08,CO,2017-08-04,871,exp
872,25.9,NY,2017-08-04,872,pay
873,38.85,NC,2017-08-04,873,exp
874,12.95,FL,2017-08-04,874,pay
875,38.85,MD,2017-08-04,875,exp
876,12.95,FL,2017-08-04,876,pay
877,38.85,NC,2017-08-04,877,exp
878,10.36,IN,2017-08-04,878,pay
879,12.95,AR,2017-08-04,879,exp
880,12.95,CA,2017-08-04,880,pay
881,38.85,CA,2017-08-04,881,exp
882,12.95,MD,2017-08-04,882,pay
883,29.97,MA,2017-08-04,883,exp
884,38.85,MN,2017-08-04,884,pay
885,38.85,IA,2017-08-04,885,exp
886,38.85,GA,2017-08-04,886,pay
887,12.95,AZ,2017-08-04,887,exp
888,38.85,CA,2017-08-04,888,pay
889,31.08,NC,2017-08-04,889,exp
890,38.85,GA,2017-08-04,890,pay
891,38.85,MD,2017-08-04,891,exp
892,12.95,MA,2017-08-04,892,pay
893,38.85,CA,2017-08-04,893,exp
894,25.9,GA,2017-08-04,894,pay
895,12.95,GA,2017-08-04,895,exp
896,12.95,OR,2017-08-04,896,pay
897,12.95,FL,2017-08-04,897,exp
898,38.85,NV,2017-08-04,898,pay
899,12.95,WI,2017-08-04,899,exp
900,12.95,FL,2017-08-04,900,pay
901,25.9,TN,2017-08-04,901,exp
902,12.95,IN,2017-08-04,902,pay
903,12.95,MI,2017-08-04,903,exp
904,38.85,NY,2017-08-04,904,pay
905,38.85,CA,2017-08-04,905,exp
906,12.95,NY,2017-08-04,906,pay
907,12.95,FL,2017-08-04,907,exp
908,12.95,IA,2017-08-04,908,pay
909,12.95,GA,2017-08-04,909,exp
910,12.95,AR,2017-08-04,910,pay
911,38.85,TX,2017-08-04,911,exp
912,12.95,NY,2017-08-04,912,pay
913,12.95,CA,2017-08-04,913,exp
914,12.95,MN,2017-08-04,914,pay
915,12.95,KY,2017-08-04,915,exp
916,11.65,KY,2017-08-04,916,pay
917,31.08,FL,2017-08-04,917,exp
918,12.95,MA,2017-08-04,918,pay
919,12.95,WA,2017-08-04,919,exp
920,12.95,WI,2017-08-04,920,pay
921,25.9,NC,2017-08-04,921,exp
922,38.85,NY,2017-08-04,922,pay
923,23.3,OH,2017-08-04,923,exp
924,38.85,OH,2017-08-04,924,pay
925,38.85,FL,2017-08-04,925,exp
926,12.95,TX,2017-08-04,926,pay
927,25.9,CA,2017-08-04,927,exp
928,11.65,CT,2017-08-04,928,pay
929,25.9,TN,2017-08-04,929,exp
930,38.85,MA,2017-08-04,930,pay
931,38.85,AZ,2017-08-04,931,exp
932,12.95,PA,2017-08-04,932,pay
933,38.85,PA,2017-08-04,933,exp
934,38.85,VA,2017-08-04,934,pay
935,12.95,WA,2017-08-04,935,exp
936,12.95,GA,2017-08-04,936,pay
937,36.26,NY,2017-08-04,937,exp
938,12.95,MI,2017-08-04,938,pay
939,12.95,OK,2017-08-04,939,exp
940,38.85,KY,2017-08-04,940,pay
941,12.95,AZ,2017-08-04,941,exp
942,0.01,MD,2017-08-04,942,pay
943,0.01,MD,2017-08-04,943,exp
944,38.85,GA,2017-08-04,944,pay
945,12.95,GA,2017-08-04,945,exp
946,12.95,MD,2017-08-04,946,pay
947,38.85,MD,2017-08-04,947,exp
948,24.95,CA,2017-08-04,948,pay
949,38.85,OH,2017-08-04,949,exp
950,38.85,CA,2017-08-04,950,pay
951,12.95,TX,2017-08-04,951,exp
952,38.85,FL,2017-08-04,952,pay
953,12.95,TX,2017-08-04,953,exp
954,12.95,TX,2017-08-04,954,pay
955,12.95,CA,2017-08-04,955,exp
956,38.85,CT,2017-08-04,956,pay
957,12.95,NC,2017-08-04,957,exp
958,38.85,NY,2017-08-04,958,pay
959,25.9,IN,2017-08-04,959,exp
960,38.85,NC,2017-08-04,960,pay
961,25.9,TX,2017-08-04,961,exp
962,38.85,KY,2017-08-04,962,pay
963,38.85,CA,2017-08-04,963,exp
964,38.85,NY,2017-08-04,964,pay
965,10.36,NY,2017-08-04,965,exp
966,38.85,CO,2017-08-04,966,pay
967,12.95,CA,2017-08-04,967,exp
968,12.95,TN,2017-08-04,968,pay
969,38.85,TX,2017-08-04,969,exp
970,12.95,NY,2017-08-04,970,pay
971,10.36,NY,2017-08-04,971,exp
972,12.95,GA,2017-08-04,972,pay
973,12.95,WA,2017-08-04,973,exp
974,20.72,WA,2017-08-04,974,pay
975,38.85,TN,2017-08-04,975,exp
976,12.95,NY,2017-08-04,976,pay
977,12.95,TX,2017-08-04,977,exp
978,38.85,PA,2017-08-04,978,pay
979,12.95,TN,2017-08-04,979,exp
980,20.72,WA,2017-08-04,980,pay
981,12.95,TX,2017-08-04,981,exp
982,12.95,MD,2017-08-04,982,pay
983,38.85,MD,2017-08-04,983,exp
984,38.85,CA,2017-08-04,984,pay
985,12.95,TX,2017-08-04,985,exp
986,38.85,CA,2017-08-04,986,pay
987,12.95,NC,2017-08-04,987,exp
988,38.85,NC,2017-08-04,988,pay
989,12.95,OH,2017-08-04,989,exp
990,38.85,WV,2017-08-04,990,pay
991,12.95,WA,2017-08-04,991,exp
992,38.85,CO,2017-08-04,992,pay
993,38.85,IL,2017-08-04,993,exp
994,10.36,NY,2017-08-04,994,pay
995,38.85,IL,2017-08-04,995,exp
996,38.85,MD,2017-08-04,996,pay
997,38.85,CA,2017-08-04,997,exp
998,0.01,CA,2017-08-04,998,pay
=======
account,amount,location,date,tid,transaction_type
1,38.85,FL,2017-08-04,1,exp
2,38.85,GA,2017-08-04,2,pay
3,12.95,CA,2017-08-04,3,exp
4,12.95,VA,2017-08-04,4,pay
5,12.95,CA,2017-08-04,5,exp
6,12.95,VA,2017-08-04,6,pay
7,25.9,VA,2017-08-04,7,exp
8,38.85,DC,2017-08-04,8,pay
9,12.95,FL,2017-08-04,9,exp
10,12.95,NH,2017-08-04,10,pay
11,38.85,NJ,2017-08-04,11,exp
12,12.95,GA,2017-08-04,12,pay
13,12.95,CA,2017-08-04,13,exp
14,12.95,PA,2017-08-04,14,pay
15,38.85,IL,2017-08-04,15,exp
16,12.95,WA,2017-08-04,16,pay
17,12.95,NY,2017-08-04,17,exp
18,12.95,PA,2017-08-04,18,pay
19,38.85,CA,2017-08-04,19,exp
20,59.95,IL,2017-08-04,20,pay
21,38.85,NC,2017-08-04,21,exp
22,12.95,MS,2017-08-04,22,pay
23,12.95,IN,2017-08-04,23,exp
24,12.95,MA,2017-08-04,24,pay
25,12.95,MA,2017-08-04,25,exp
26,12.95,MA,2017-08-04,26,pay
27,38.85,CA,2017-08-04,27,exp
28,12.95,CA,2017-08-04,28,pay
29,12.95,MD,2017-08-04,29,exp
30,25.9,NJ,2017-08-04,30,pay
31,38.85,VA,2017-08-04,31,exp
32,12.95,SC,2017-08-04,32,pay
33,25.9,IN,2017-08-04,33,exp
34,11.65,FL,2017-08-04,34,pay
35,12.95,KS,2017-08-04,35,exp
36,12.95,MI,2017-08-04,36,pay
37,38.85,CA,2017-08-04,37,exp
38,38.85,MA,2017-08-04,38,pay
39,12.95,MD,2017-08-04,39,exp
40,12.95,NC,2017-08-04,40,pay
41,12.95,OH,2017-08-04,41,exp
42,12.95,CO,2017-08-04,42,pay
43,12.95,FL,2017-08-04,43,exp
44,12.95,NC,2017-08-04,44,pay
45,12.95,MI,2017-08-04,45,exp
46,12.95,AZ,2017-08-04,46,pay
47,12.95,AZ,2017-08-04,47,exp
48,12.95,CO,2017-08-04,48,pay
49,12.95,GA,2017-08-04,49,exp
50,12.95,MA,2017-08-04,50,pay
51,34.95,AZ,2017-08-04,51,exp
52,12.95,GA,2017-08-04,52,pay
53,25.9,SC,2017-08-04,53,exp
54,38.85,NV,2017-08-04,54,pay
55,12.95,RI,2017-08-04,55,exp
56,38.85,GA,2017-08-04,56,pay
57,59.95,NY,2017-08-04,57,exp
58,12.95,CA,2017-08-04,58,pay
59,12.95,CA,2017-08-04,59,exp
60,12.95,AZ,2017-08-04,60,pay
61,12.95,FL,2017-08-04,61,exp
62,12.95,MD,2017-08-04,62,pay
63,12.95,MD,2017-08-04,63,exp
64,25.9,NJ,2017-08-04,64,pay
65,12.95,TX,2017-08-04,65,exp
66,12.95,TX,2017-08-04,66,pay
67,12.95,NH,2017-08-04,67,exp
68,38.85,CA,2017-08-04,68,pay
69,31.08,FL,2017-08-04,69,exp
70,12.95,CA,2017-08-04,70,pay
71,12.95,TN,2017-08-04,71,exp
72,23.3,NV,2017-08-04,72,pay
73,12.95,WA,2017-08-04,73,exp
74,38.85,GA,2017-08-04,74,pay
75,12.95,KY,2017-08-04,75,exp
76,38.85,PA,2017-08-04,76,pay
77,33.03,AZ,2017-08-04,77,exp
78,12.95,WV,2017-08-04,78,pay
79,12.95,FL,2017-08-04,79,exp
80,12.95,NJ,2017-08-04,80,pay
81,12.95,CA,2017-08-04,81,exp
82,38.85,CA,2017-08-04,82,pay
83,12.95,LA,2017-08-04,83,exp
84,12.95,IL,2017-08-04,84,pay
85,12.95,NC,2017-08-04,85,exp
86,12.95,IN,2017-08-04,86,pay
87,33.03,NY,2017-08-04,87,exp
88,12.95,IN,2017-08-04,88,pay
89,59.95,TX,2017-08-04,89,exp
90,12.95,OH,2017-08-04,90,pay
91,12.95,KY,2017-08-04,91,exp
92,38.85,TX,2017-08-04,92,pay
93,12.95,DC,2017-08-04,93,exp
94,38.85,MD,2017-08-04,94,pay
95,38.85,PA,2017-08-04,95,exp
96,38.85,CA,2017-08-04,96,pay
97,12.95,WA,2017-08-04,97,exp
98,49.95,VA,2017-08-04,98,pay
99,12.95,MD,2017-08-04,99,exp
100,12.95,IA,2017-08-04,100,pay
101,38.85,VA,2017-08-04,101,exp
102,25.9,VA,2017-08-04,102,pay
103,12.95,FL,2017-08-04,103,exp
104,25.9,FL,2017-08-04,104,pay
105,38.85,FL,2017-08-04,105,exp
106,38.85,NJ,2017-08-04,106,pay
107,12.95,MO,2017-08-04,107,exp
108,12.95,TX,2017-08-04,108,pay
109,38.85,IL,2017-08-04,109,exp
110,12.95,NC,2017-08-04,110,pay
111,12.95,TN,2017-08-04,111,exp
112,12.95,MO,2017-08-04,112,pay
113,12.95,FL,2017-08-04,113,exp
114,38.85,TN,2017-08-04,114,pay
115,12.95,NV,2017-08-04,115,exp
116,12.95,CA,2017-08-04,116,pay
117,25.9,TX,2017-08-04,117,exp
118,12.95,AR,2017-08-04,118,pay
119,12.95,SC,2017-08-04,119,exp
120,12.95,AL,2017-08-04,120,pay
121,12.95,FL,2017-08-04,121,exp
122,38.85,OH,2017-08-04,122,pay
123,12.95,MO,2017-08-04,123,exp
124,12.95,OR,2017-08-04,124,pay
125,38.85,MO,2017-08-04,125,exp
126,12.95,MO,2017-08-04,126,pay
127,12.95,OH,2017-08-04,127,exp
128,12.95,OH,2017-08-04,128,pay
129,12.95,OH,2017-08-04,129,exp
130,12.95,IL,2017-08-04,130,pay
131,12.95,IA,2017-08-04,131,exp
132,12.95,FL,2017-08-04,132,pay
133,12.95,CA,2017-08-04,133,exp
134,38.85,CA,2017-08-04,134,pay
135,38.85,VA,2017-08-04,135,exp
136,38.85,MD,2017-08-04,136,pay
137,38.85,PA,2017-08-04,137,exp
138,38.85,IL,2017-08-04,138,pay
139,12.95,CA,2017-08-04,139,exp
140,12.95,VA,2017-08-04,140,pay
141,11.65,TX,2017-08-04,141,exp
142,12.95,PA,2017-08-04,142,pay
143,31.08,WI,2017-08-04,143,exp
144,12.95,MS,2017-08-04,144,pay
145,12.95,VA,2017-08-04,145,exp
146,38.85,VA,2017-08-04,146,pay
147,38.85,NV,2017-08-04,147,exp
148,12.95,NY,2017-08-04,148,pay
149,12.95,NV,2017-08-04,149,exp
150,38.85,WI,2017-08-04,150,pay
151,38.85,MA,2017-08-04,151,exp
152,11.65,TX,2017-08-04,152,pay
153,12.95,NY,2017-08-04,153,exp
154,49.95,GA,2017-08-04,154,pay
155,38.85,FL,2017-08-04,155,exp
156,38.85,CA,2017-08-04,156,pay
157,38.85,NY,2017-08-04,157,exp
158,12.95,IL,2017-08-04,158,pay
159,38.85,GA,2017-08-04,159,exp
160,12.95,CA,2017-08-04,160,pay
161,12.95,CA,2017-08-04,161,exp
162,38.85,NC,2017-08-04,162,pay
163,12.95,CA,2017-08-04,163,exp
164,12.95,NC,2017-08-04,164,pay
165,38.85,FL,2017-08-04,165,exp
166,12.95,CA,2017-08-04,166,pay
167,12.95,CA,2017-08-04,167,exp
168,38.85,CO,2017-08-04,168,pay
169,12.95,LA,2017-08-04,169,exp
170,38.85,CA,2017-08-04,170,pay
171,38.85,NY,2017-08-04,171,exp
172,12.95,FL,2017-08-04,172,pay
173,12.95,CA,2017-08-04,173,exp
174,12.95,CA,2017-08-04,174,pay
175,12.95,CA,2017-08-04,175,exp
176,12.95,KS,2017-08-04,176,pay
177,38.85,NM,2017-08-04,177,exp
178,12.95,VA,2017-08-04,178,pay
179,12.95,CA,2017-08-04,179,exp
180,12.95,CA,2017-08-04,180,pay
181,12.95,TX,2017-08-04,181,exp
182,11.65,WI,2017-08-04,182,pay
183,12.95,MI,2017-08-04,183,exp
184,59.95,FL,2017-08-04,184,pay
185,25.9,FL,2017-08-04,185,exp
186,12.95,TX,2017-08-04,186,pay
187,12.95,TX,2017-08-04,187,exp
188,38.85,NY,2017-08-04,188,pay
189,12.95,FL,2017-08-04,189,exp
190,12.95,FL,2017-08-04,190,pay
191,12.95,KY,2017-08-04,191,exp
192,38.85,CA,2017-08-04,192,pay
193,12.95,AL,2017-08-04,193,exp
194,12.95,AL,2017-08-04,194,pay
195,38.85,CA,2017-08-04,195,exp
196,38.85,LA,2017-08-04,196,pay
197,38.85,GA,2017-08-04,197,exp
198,25.9,LA,2017-08-04,198,pay
199,38.85,NY,2017-08-04,199,exp
200,12.95,OH,2017-08-04,200,pay
201,12.95,CO,2017-08-04,201,exp
202,38.85,MI,2017-08-04,202,pay
203,12.95,TX,2017-08-04,203,exp
204,38.85,CA,2017-08-04,204,pay
205,12.95,NY,2017-08-04,205,exp
206,12.95,NC,2017-08-04,206,pay
207,38.85,LA,2017-08-04,207,exp
208,12.95,FL,2017-08-04,208,pay
209,12.95,MI,2017-08-04,209,exp
210,12.95,FL,2017-08-04,210,pay
211,12.95,VA,2017-08-04,211,exp
212,38.85,FL,2017-08-04,212,pay
213,12.95,AZ,2017-08-04,213,exp
214,12.95,OH,2017-08-04,214,pay
215,12.95,NY,2017-08-04,215,exp
216,38.85,GA,2017-08-04,216,pay
217,38.85,LA,2017-08-04,217,exp
218,38.85,NC,2017-08-04,218,pay
219,12.95,NY,2017-08-04,219,exp
220,38.85,CA,2017-08-04,220,pay
221,38.85,NC,2017-08-04,221,exp
222,11.01,NY,2017-08-04,222,pay
223,38.85,GA,2017-08-04,223,exp
224,38.85,MI,2017-08-04,224,pay
225,38.85,CA,2017-08-04,225,exp
226,12.95,MD,2017-08-04,226,pay
227,12.95,MD,2017-08-04,227,exp
228,38.85,NH,2017-08-04,228,pay
229,12.95,MD,2017-08-04,229,exp
230,38.85,SD,2017-08-04,230,pay
231,38.85,GA,2017-08-04,231,exp
232,12.95,IL,2017-08-04,232,pay
233,38.85,TX,2017-08-04,233,exp
234,12.95,AL,2017-08-04,234,pay
235,38.85,CA,2017-08-04,235,exp
236,25.9,VA,2017-08-04,236,pay
237,12.95,NY,2017-08-04,237,exp
238,12.95,NY,2017-08-04,238,pay
239,59.95,NY,2017-08-04,239,exp
240,12.95,NV,2017-08-04,240,pay
241,12.95,FL,2017-08-04,241,exp
242,38.85,WY,2017-08-04,242,pay
243,12.95,CA,2017-08-04,243,exp
244,12.95,VA,2017-08-04,244,pay
245,25.9,GA,2017-08-04,245,exp
246,38.85,NC,2017-08-04,246,pay
247,12.95,NC,2017-08-04,247,exp
248,12.95,NC,2017-08-04,248,pay
249,12.95,FL,2017-08-04,249,exp
250,38.85,TX,2017-08-04,250,pay
251,12.95,OH,2017-08-04,251,exp
252,38.85,CA,2017-08-04,252,pay
253,12.95,CA,2017-08-04,253,exp
254,12.95,FL,2017-08-04,254,pay
255,38.85,WA,2017-08-04,255,exp
256,38.85,FL,2017-08-04,256,pay
257,12.95,CA,2017-08-04,257,exp
258,12.95,CA,2017-08-04,258,pay
259,12.95,GA,2017-08-04,259,exp
260,38.85,FL,2017-08-04,260,pay
261,38.85,CA,2017-08-04,261,exp
262,12.95,IL,2017-08-04,262,pay
263,38.85,MN,2017-08-04,263,exp
264,38.85,GA,2017-08-04,264,pay
265,12.95,GA,2017-08-04,265,exp
266,12.95,CA,2017-08-04,266,pay
267,12.95,GA,2017-08-04,267,exp
268,38.85,CA,2017-08-04,268,pay
269,12.95,ID,2017-08-04,269,exp
270,12.95,GA,2017-08-04,270,pay
271,12.95,CA,2017-08-04,271,exp
272,38.85,FL,2017-08-04,272,pay
273,49.95,MD,2017-08-04,273,exp
274,11.01,AZ,2017-08-04,274,pay
275,12.95,OR,2017-08-04,275,exp
276,12.95,GA,2017-08-04,276,pay
277,12.95,CA,2017-08-04,277,exp
278,25.9,FL,2017-08-04,278,pay
279,59.95,MD,2017-08-04,279,exp
280,25.9,VA,2017-08-04,280,pay
281,12.95,CO,2017-08-04,281,exp
282,38.85,IN,2017-08-04,282,pay
283,38.85,MA,2017-08-04,283,exp
284,12.95,GA,2017-08-04,284,pay
285,12.95,MI,2017-08-04,285,exp
286,12.95,NC,2017-08-04,286,pay
287,12.95,AZ,2017-08-04,287,exp
288,12.95,TN,2017-08-04,288,pay
289,12.95,TN,2017-08-04,289,exp
290,12.95,OH,2017-08-04,290,pay
291,12.95,GA,2017-08-04,291,exp
292,12.95,GA,2017-08-04,292,pay
293,12.95,CA,2017-08-04,293,exp
294,12.95,OH,2017-08-04,294,pay
295,12.95,KS,2017-08-04,295,exp
296,38.85,MN,2017-08-04,296,pay
297,38.85,MN,2017-08-04,297,exp
298,12.95,MN,2017-08-04,298,pay
299,38.85,NJ,2017-08-04,299,exp
300,12.95,PA,2017-08-04,300,pay
301,12.95,OH,2017-08-04,301,exp
302,12.95,TX,2017-08-04,302,pay
303,12.95,MA,2017-08-04,303,exp
304,12.95,CA,2017-08-04,304,pay
305,12.95,PA,2017-08-04,305,exp
306,12.95,FL,2017-08-04,306,pay
307,38.85,CA,2017-08-04,307,exp
308,12.95,GA,2017-08-04,308,pay
309,12.95,TX,2017-08-04,309,exp
310,12.95,TX,2017-08-04,310,pay
311,38.85,FL,2017-08-04,311,exp
312,38.85,IN,2017-08-04,312,pay
313,12.95,PA,2017-08-04,313,exp
314,12.95,PA,2017-08-04,314,pay
315,12.95,PA,2017-08-04,315,exp
316,25.9,TX,2017-08-04,316,pay
317,12.95,CA,2017-08-04,317,exp
318,38.85,TN,2017-08-04,318,pay
319,38.85,TX,2017-08-04,319,exp
320,25.9,GA,2017-08-04,320,pay
321,12.95,GA,2017-08-04,321,exp
322,12.95,MA,2017-08-04,322,pay
323,38.85,MO,2017-08-04,323,exp
324,12.95,WA,2017-08-04,324,pay
325,38.85,IN,2017-08-04,325,exp
326,38.85,PA,2017-08-04,326,pay
327,12.95,AL,2017-08-04,327,exp
