account,balance_limit,sex,education,marriage,age,total_bill,total_payment,repayment,default
9548,360000,2,1,2,30,139480,7501,0,0
9549,500000,2,1,1,42,6745,3100,-1,0
9550,20000,1,3,2,22,59563,10380,0,0
9551,80000,1,2,2,30,229404,0,2,0
9552,30000,2,1,1,44,0,1534,-2,0
9553,80000,2,2,1,35,51241,84,0,0
9554,30000,2,2,1,52,28057,0,0,0
9555,200000,2,3,1,48,0,81047,-2,0
9556,240000,1,4,2,29,478896,17741,0,0
9557,280000,1,2,2,29,792465,0,2,1
9558,170000,2,2,2,33,0,7380,-2,0
9559,100000,2,3,2,44,180126,7000,0,0
9560,70000,2,2,2,24,155751,9959,0,1
9561,110000,2,2,3,27,143851,8936,0,0
9562,100000,2,3,2,27,242459,14105,0,0
9563,80000,1,1,2,39,227763,4507,2,1
9564,300000,2,2,1,33,5980,86826,-1,0
9565,150000,2,1,1,40,72378,14395,-2,0
9566,150000,1,2,2,26,154904,2157,0,0
9567,10000,1,3,1,52,24273,0,0,1
9568,210000,2,1,2,35,820,367,-2,0
9569,20000,1,2,2,25,56170,1310,0,1
9570,20000,1,2,1,38,27777,5227,0,0
9571,80000,2,3,1,48,22496,0,0,0
9572,270000,1,2,1,49,-519,23483,-2,0
9573,200000,2,1,1,33,26768,4530,0,0
9574,200000,1,1,1,34,9591,2800,-1,0
9575,10000,1,2,2,34,28664,53003,-1,0
9576,360000,1,1,2,34,130970,1681,0,0
9577,20000,1,2,1,40,58726,3932,0,1
9578,40000,2,1,1,27,102541,5164,0,0
9579,110000,1,3,1,50,141823,5000,0,0
9580,50000,1,3,1,50,48295,6514,2,0
9581,100000,2,1,2,28,142760,0,0,0
9582,50000,1,2,2,21,15593,1700,0,0
9583,30000,2,3,1,23,56442,2315,0,1
9584,20000,1,1,2,23,25692,3900,2,1
9585,100000,1,2,1,44,94103,0,2,1
9586,80000,2,2,1,24,492,8045,-1,0
9587,120000,1,1,2,29,218853,3080,0,1
9588,30000,1,2,2,36,3170,17081,-1,0
9589,80000,1,5,1,25,68086,0,-1,0
9590,170000,2,1,2,30,0,2300,-1,1
9591,20000,1,1,1,40,57071,1140,0,0
9592,50000,2,3,1,36,45717,14965,0,0
9593,300000,2,1,1,31,344258,0,0,0
9594,20000,2,1,2,26,900,4074,2,1
9595,130000,1,2,2,29,93940,1498,0,0
9596,500000,2,2,1,41,7587,1100,-1,0
9597,30000,1,2,2,41,37757,13700,0,0
9598,180000,2,2,1,41,342041,50119,0,0
9599,340000,1,1,2,33,40776,0,-1,0
9600,480000,2,1,2,29,0,0,-2,0
9601,80000,2,2,2,30,0,22691,-2,0
9602,140000,2,3,2,24,72806,2920,0,0
9603,180000,2,3,2,30,130502,5750,0,0
9604,30000,2,2,2,30,71285,5000,0,0
9605,290000,1,1,3,55,35802,20000,0,1
9606,110000,2,3,2,45,77931,7000,0,0
9607,60000,1,1,2,25,90372,5045,0,0
9608,80000,2,1,1,35,4260,4268,-1,0
9609,110000,1,1,2,25,146627,2600,0,0
9610,20000,1,2,1,42,56876,14261,0,1
9611,150000,1,3,2,31,14102,14528,-1,0
9612,240000,2,3,1,44,30709,5008,-1,0
9613,400000,1,1,1,44,62917,12000,0,0
9614,120000,1,1,1,34,308420,39810,2,1
9615,330000,1,1,2,39,793851,1588,0,0
9616,30000,1,2,2,29,3745,2040,-1,0
9617,100000,1,3,1,55,285,1023,-1,0
9618,140000,1,1,2,37,1023,0,-1,0
9619,50000,1,5,2,33,20650,0,0,0
9620,310000,1,1,2,37,0,14197,-2,1
9621,160000,2,3,1,49,15449,5000,-1,0
9622,110000,2,1,2,25,94778,780,-2,0
9623,20000,1,2,1,45,1170,3791,-2,0
9624,30000,2,3,2,23,4707,0,-1,0
9625,50000,1,2,1,47,-3900,3000,-1,0
9626,20000,1,3,2,24,54349,39747,0,1
9627,220000,2,1,2,36,33404,32695,-1,0
9628,460000,1,1,2,36,42277,13956,0,0
9629,150000,2,1,2,34,804,2125,-2,1
9630,50000,2,3,1,53,37528,15600,0,0
9631,100000,2,1,1,32,297846,173292,0,0
9632,260000,1,1,1,50,243034,33274,0,0
9633,50000,1,3,1,41,85165,1693,0,1
9634,50000,2,2,2,27,85026,0,0,0
9635,240000,2,1,2,34,0,5800,-2,0
9636,230000,1,3,2,24,220278,25000,0,0
9637,90000,2,2,2,28,232529,1500,0,0
9638,20000,2,2,2,22,18270,9000,0,0
9639,70000,2,3,2,25,149842,35500,0,0
9640,260000,1,1,2,29,290097,0,0,0
9641,20000,2,2,2,35,0,15000,0,1
9642,150000,2,2,2,29,221279,19365,0,0
9643,200000,2,3,2,51,322213,2130,0,0
9644,50000,1,1,2,57,91811,4329,0,0
9645,210000,1,2,1,39,4329,0,-1,0
9646,360000,1,1,2,27,17029,3666,-1,0
9647,30000,2,2,2,34,88607,41167,2,0
9648,170000,2,2,2,35,45108,24876,-1,0
9649,500000,2,2,2,32,84970,8500,0,0
9650,80000,1,2,2,31,151062,11200,0,0
9651,70000,1,2,2,24,201611,715,2,1
9652,100000,1,3,2,26,33827,1098,0,0
9653,300000,2,2,1,26,1098,16520,-1,0
9654,200000,2,2,1,49,74702,40048,0,0
9655,190000,1,1,2,30,35530,2384,-1,0
9656,30000,2,3,1,43,46046,33112,0,0
9657,230000,2,3,1,58,54167,3048,-1,0
9658,80000,1,1,1,46,77292,0,0,0
9659,280000,2,1,2,36,428,11228,-1,0
9660,140000,2,1,2,29,285692,4200,0,0
9661,30000,2,3,1,35,87168,1800,2,1
9662,30000,2,2,1,36,64125,2240,2,1
9663,20000,1,2,1,51,76001,54977,0,0
9664,230000,2,2,1,30,39556,0,0,0
9665,20000,1,2,2,23,14051,2655,0,1
9666,360000,2,1,2,27,72563,6494,0,1
9667,60000,2,1,2,24,171214,1993,0,0
9668,20000,2,2,2,48,49977,153555,2,1
9669,500000,1,1,1,44,215222,1183,0,0
9670,380000,1,2,1,39,710,2940,-1,0
9671,160000,1,1,2,27,3870,0,-1,0
9672,170000,1,1,2,48,7200,144908,7,0
9673,430000,2,1,2,29,93791,2630,0,0
9674,320000,1,1,1,39,3770,2220,-1,0
9675,180000,1,1,1,31,2220,2086,0,1
9676,50000,1,2,2,42,59027,4100,0,0
9677,60000,1,2,2,29,153391,0,2,0
9678,360000,2,3,2,38,14631,10300,0,0
9679,80000,2,2,2,23,169230,0,0,0
9680,50000,1,3,1,41,0,24700,-2,0
9681,200000,2,2,2,37,546333,4331,0,0
9682,460000,2,1,2,36,101594,7500,0,0
9683,130000,2,2,2,23,169138,31080,0,0
9684,440000,1,2,2,29,870326,17061,0,0
9685,280000,1,2,2,38,497273,42331,0,1
9686,20000,1,3,2,39,25987,9800,-1,0
9687,60000,2,2,2,24,176566,25000,0,0
9688,210000,2,2,2,38,568210,15700,0,0
9689,100000,2,3,2,46,219166,0,0,0
9690,240000,1,1,1,46,0,20500,-2,0
9691,280000,2,3,2,43,538151,0,0,0
9692,130000,2,1,2,29,35,1305,2,0
9693,360000,1,1,2,35,1291,19900,-2,1
9694,210000,2,3,2,36,212136,1700,0,0
9695,20000,1,3,2,23,55716,2067,2,1
9696,20000,2,2,2,23,52729,3000,0,0
9697,50000,1,2,1,34,51130,4818,2,1
9698,100000,2,2,1,39,158981,0,0,0
9699,50000,1,3,2,29,0,9063,-2,0
9700,130000,1,2,2,27,390474,4686,2,1
9701,270000,2,1,2,31,10656,0,-1,0
9702,50000,2,2,2,24,1560,2093,-1,0
9703,80000,2,2,1,35,29945,5522,0,0
9704,10000,2,1,2,29,7682,2052,-1,0
9705,190000,2,2,1,34,1382,8380,-2,0
9706,50000,1,1,2,27,137126,6000,0,0
9707,100000,2,3,1,46,142554,8367,2,1
9708,150000,1,2,2,49,231842,1769,0,1
9709,510000,1,3,2,30,1769,31000,-2,0
9710,110000,2,2,2,24,118235,1222,-1,0
9711,150000,2,1,1,58,2224,1931,-1,0
9712,50000,2,2,1,54,55841,6,0,0
9713,50000,2,2,2,23,14719,1432,0,0
9714,360000,2,2,1,29,1242,1400,-1,0
9715,10000,2,1,2,24,29176,13494,2,0
9716,210000,2,1,2,26,367892,23369,0,0
9717,370000,1,2,2,28,677288,1766,0,0
9718,360000,2,2,1,33,2658,7613,-1,0
9719,50000,2,2,1,31,148637,185189,0,1
9720,360000,1,2,2,38,180774,7310,-2,0
9721,170000,2,1,1,35,28661,9000,-1,0
9722,70000,1,2,2,26,213435,242867,-1,1
9723,360000,2,1,2,34,10157,6682,-1,0
9724,230000,1,5,1,42,181325,0,0,0
9725,50000,1,1,1,38,0,5792,-2,0
9726,200000,1,1,1,41,2184,978,-1,0
9727,140000,1,2,2,30,978,14800,-1,1
9728,120000,2,2,2,33,351961,4537,0,0
9729,280000,2,3,2,46,5346,39024,-2,0
9730,300000,2,1,2,29,41937,1261,-1,0
9731,20000,2,2,2,22,61602,11514,2,0
9732,160000,2,2,2,25,476728,10788,2,1
9733,20000,1,1,2,24,50077,4279,0,1
9734,120000,1,2,1,41,119945,0,0,0
9735,290000,2,2,1,37,0,5500,-2,0
9736,60000,1,2,1,32,81698,4000,0,0
9737,110000,2,1,2,29,137088,3000,0,0
9738,50000,2,3,1,43,21634,74586,0,0
9739,630000,1,1,2,32,19208,3131,-2,0
9740,30000,1,1,2,28,84480,3621,0,0
9741,50000,1,2,2,33,90956,6001,0,0
9742,60000,1,2,1,42,79887,44996,0,0
9743,150000,1,2,2,27,65343,992,0,0
9744,10000,1,3,2,24,29374,72,0,0
9745,20000,1,2,2,27,16361,8587,0,0
9746,80000,1,3,2,32,256228,8100,0,0
9747,160000,2,2,2,52,138753,10069,0,0
9748,100000,1,2,2,43,191656,5152,0,0
9749,90000,2,3,1,34,108179,3457,0,0
9750,50000,2,3,2,60,89629,14898,2,0
9751,170000,1,1,2,30,383634,36216,0,0
9752,240000,2,1,2,32,38338,13137,-1,0
9753,80000,2,2,2,25,8704,9000,-1,0
9754,80000,2,1,2,30,227528,474,0,0
9755,360000,2,2,1,37,474,6513,-2,0
9756,140000,1,1,1,31,168186,6656,2,0
9757,60000,1,2,2,49,60335,9493,0,0
9758,110000,1,3,2,27,192468,19100,0,0
9759,160000,2,1,2,28,473548,1330,0,0
9760,200000,2,3,1,45,11416,9320,-1,1
9761,280000,2,2,1,29,254878,0,0,0
9762,360000,1,2,1,33,1112360,3547,7,0
9763,90000,2,1,2,26,2150,139600,-2,1
9764,200000,1,2,2,46,195626,3800,0,0
9765,50000,1,1,1,50,94828,3215,2,1
9766,400000,2,1,1,32,11282,13722,-2,0
9767,360000,1,1,1,49,7044,7190,-1,0
9768,150000,1,3,1,50,265294,3488,0,0
9769,50000,2,3,2,61,145159,14708,0,1
9770,150000,1,2,2,35,168338,5533,-1,0
9771,100000,2,2,2,37,1865,5031,-1,1
9772,310000,2,1,1,30,62764,0,0,0
9773,120000,1,2,2,39,0,13000,2,0
9774,90000,2,2,1,44,254255,23090,0,0
9775,150000,2,1,1,36,36805,3200,-2,0
9776,50000,1,2,1,42,65692,7351,0,0
9777,210000,1,1,1,53,17002,7000,-1,0
9778,300000,2,2,2,42,10310,9000,0,0
9779,110000,2,2,1,33,177650,70275,0,1
9780,150000,2,1,2,25,205115,2952,0,0
9781,210000,1,1,1,42,4522,2094,-1,0
9782,30000,1,1,2,34,73505,1264,2,1
9783,240000,2,2,1,42,948,4376,-1,0
9784,120000,1,2,2,34,2568,11223,-1,0
9785,80000,2,1,2,24,86640,4000,0,0
9786,80000,2,2,2,25,94522,7,0,1
9787,360000,1,1,1,32,4151,9000,0,0
9788,130000,1,1,2,34,235623,12633,0,1
9789,290000,1,2,1,36,12409,161157,0,0
9790,240000,2,3,1,33,3667,30050,0,0
9791,60000,1,2,2,23,11635,0,2,0
9792,200000,2,2,1,60,0,8228,-2,1
9793,150000,2,2,1,28,215164,126211,0,0
9794,300000,1,3,2,29,393342,3027,0,0
9795,30000,2,2,2,24,41235,11500,2,0
9796,250000,1,2,1,40,163538,3000,0,1
9797,20000,1,3,2,40,42431,16000,0,0
9798,370000,2,1,2,34,463473,2814,0,0
9799,20000,2,1,2,23,7328,17847,0,1
9800,120000,2,2,2,23,9715,3000,0,1
9801,50000,1,2,2,23,34913,4102,0,0
9802,190000,2,1,2,27,114449,2600,0,1
9803,20000,2,2,2,22,58529,4762,2,0
9804,240000,2,2,1,42,19544,15000,0,0
9805,150000,1,2,2,32,99832,9000,0,0
9806,180000,2,2,1,35,23454,17000,0,0
9807,180000,1,2,2,36,399465,0,0,0
9808,70000,1,1,2,31,0,13059,-2,0
9809,230000,2,1,2,32,11701,1428,-1,0
9810,360000,1,1,2,27,1648,7300,-1,0
9811,120000,2,2,2,33,174126,13000,0,0
9812,90000,1,3,1,49,241367,5177,2,1
9813,110000,1,2,1,32,142320,2812,0,0
9814,100000,2,3,1,53,88887,4715,0,0
9815,90000,1,1,2,26,112992,8000,0,0
9816,50000,2,1,1,35,144587,1226,2,0
9817,50000,2,2,2,53,33056,0,-1,0
9818,180000,2,1,1,28,0,1000,-2,0
9819,50000,1,2,1,41,17824,3300,0,0
9820,20000,2,3,2,26,49791,6500,0,0
9821,20000,1,2,2,26,78673,10900,2,0
9822,20000,2,2,1,23,42906,15453,2,0
9823,20000,1,3,2,49,33746,780,-1,0
9824,50000,2,3,1,48,1170,0,-1,1
9825,210000,1,2,1,46,0,10900,-2,0
9826,490000,1,4,1,51,7845,63509,-1,0
9827,280000,2,1,2,28,18493,0,0,1
9828,200000,2,3,2,54,1186,627,-2,0
9829,100000,2,2,2,24,150,1734,-2,1
9830,250000,1,1,2,56,1710,18645,-2,0
9831,240000,1,2,2,54,37924,7300,0,0
9832,80000,2,2,1,26,150291,3286,0,0
9833,100000,1,3,1,67,69403,14387,2,1
9834,30000,2,3,1,41,25549,1006,-2,0
9835,180000,2,1,2,42,3827,8100,-2,0
9836,80000,2,1,2,32,207280,8386,0,0
9837,110000,2,2,1,46,235172,91012,0,0
9838,180000,2,2,1,30,17238,10100,0,0
9839,150000,2,2,1,29,320817,3000,2,1
9840,50000,2,2,1,52,58415,780,0,0
9841,230000,2,2,2,23,780,33490,2,1
9842,340000,1,1,1,41,32296,41825,-1,1
9843,30000,1,2,2,25,87911,11500,2,1
9844,270000,2,2,1,45,26351,6000,0,0
9845,50000,2,1,2,36,13000,9100,-1,0
9846,130000,2,3,1,43,114160,72725,0,0
9847,200000,2,1,2,27,64481,9040,0,0
9848,360000,1,1,1,46,42866,10294,0,1
9849,500000,1,2,2,27,284737,2500,0,0
9850,100000,2,1,2,25,46824,6000,0,0
9851,270000,2,2,1,50,87777,9631,0,0
9852,100000,1,2,1,52,241216,10000,0,1
9853,20000,2,2,2,25,47833,6287,0,0
9854,50000,2,2,1,45,149706,601,0,0
9855,200000,2,2,2,32,1433,9000,-1,0
9856,170000,1,1,1,44,119780,21800,0,1
9857,20000,2,1,2,28,59551,1400,0,1
9858,70000,1,3,1,50,63700,0,2,1
9859,260000,2,1,2,38,0,0,-2,0
9860,200000,2,1,1,28,0,28139,-2,0
9861,190000,2,1,2,25,277242,158544,0,0
9862,220000,1,3,1,58,52884,4255,-2,0
9863,170000,2,3,2,30,116023,21950,0,0
9864,290000,2,1,2,47,721853,4505,0,0
9865,60000,2,1,2,25,70921,8861,0,0
9866,100000,2,3,1,50,129033,632,0,1
9867,130000,2,3,1,44,1264,3282,-1,0
9868,360000,1,1,1,40,4751,930,-2,0
9869,30000,2,2,1,38,1320,6000,0,0
9870,20000,1,3,2,28,48220,0,0,1
9871,110000,2,1,2,37,1800,6000,2,1
9872,130000,2,2,2,43,75785,3000,0,0
9873,50000,2,2,2,23,79644,8901,0,0
9874,110000,1,2,1,48,231437,6205,0,0
9875,80000,2,1,2,25,175011,6217,0,0
9876,150000,2,2,1,34,8147,7228,-2,0
9877,80000,2,2,1,29,168794,90100,0,0
9878,320000,1,1,2,35,508796,12552,0,0
9879,170000,2,1,2,35,4014,3352,-1,0
9880,60000,2,1,2,26,84436,15484,0,0
9881,180000,1,1,2,23,513176,14170,2,1
9882,470000,1,2,2,29,103585,8004,0,0
9883,70000,2,3,1,47,84601,5277,2,0
9884,280000,2,2,1,41,139807,312,0,0
9885,210000,2,1,2,26,312,37500,-2,0
9886,300000,1,1,2,30,37500,16020,0,0
9887,140000,2,2,1,42,442320,6411,0,0
9888,450000,1,1,1,41,119140,9502,-1,0
9889,160000,2,2,1,38,352818,0,0,0
9890,50000,2,3,1,45,0,1561,-2,0
9891,50000,1,1,2,42,43617,2404,0,0
9892,50000,1,2,1,32,99030,16000,0,0
9893,150000,2,1,2,25,440639,3036,2,1
9894,90000,1,1,1,53,100715,27000,0,0
9895,270000,2,2,1,42,661964,17000,0,0
9896,70000,1,1,2,36,149375,8843,0,0
9897,360000,1,2,2,33,13210,0,0,0
9898,200000,2,2,1,34,6078,38710,-1,1
9899,250000,2,1,1,42,32430,23540,-1,0
9900,360000,2,2,2,34,655963,4000,0,0
9901,20000,2,2,1,39,51407,5500,0,0
9902,250000,2,1,2,28,60916,586,0,1
9903,60000,2,2,2,25,1050,0,4,1
9904,200000,1,2,2,36,0,16857,-2,0
9905,30000,2,3,2,38,87042,0,0,1
9906,500000,2,1,2,39,0,38580,-2,0
9907,280000,2,3,1,45,99596,5276,0,0
9908,200000,2,2,1,42,12210,1671,-1,0
9909,360000,2,2,1,35,4799,4000,-1,0
9910,50000,2,3,2,44,133354,3332,2,1
9911,60000,1,2,2,30,118152,63709,0,0
9912,110000,1,2,1,42,187707,10000,-2,0
9913,200000,2,3,1,44,135392,3600,0,0
9914,70000,2,2,2,39,89020,17250,0,0
9915,220000,2,5,1,37,501901,0,0,1
9916,20000,2,1,2,24,0,34058,-2,0
9917,220000,2,1,2,27,49362,6805,0,0
9918,180000,1,2,1,40,184891,4900,0,0
9919,100000,1,2,1,53,145766,0,0,1
9920,200000,2,1,1,41,16137,13125,-1,0
9921,200000,1,3,2,34,570224,349,3,0
9922,400000,2,1,1,38,349,4800,-2,0
9923,60000,1,1,1,38,126186,2093,0,0
9924,60000,1,2,2,22,58112,7758,0,0
9925,210000,2,2,1,37,2278,2152,-2,0
9926,200000,1,1,1,32,47838,2900,0,0
9927,50000,2,1,2,29,2900,1626,-2,0
9928,300000,2,1,2,38,2756,12677,2,1
9929,510000,2,1,1,48,17976,0,-1,0
9930,160000,2,1,2,32,0,13795,-2,0
9931,50000,2,2,1,36,12736,36276,-2,0
9932,220000,2,1,2,32,33977,2000,-2,0
9933,20000,1,2,2,22,23186,7406,2,1
9934,410000,1,1,2,31,7206,4440,0,1
9935,50000,2,2,1,25,71922,1228,0,1
9936,50000,1,3,1,38,31554,1200,0,0
9937,50000,1,3,1,48,28025,3000,0,0
9938,70000,2,2,2,29,14064,6760,-1,0
9939,120000,1,2,2,25,226867,1398,0,0
9940,170000,1,2,1,30,1398,2500,0,0
9941,160000,1,1,1,51,11038,1303,2,1
9942,30000,2,2,2,22,68082,2000,0,0
9943,10000,2,2,1,40,19751,17786,0,0
9944,160000,2,2,1,33,496888,2968,0,0
9945,20000,1,2,2,33,68109,18793,2,0
9946,250000,2,1,2,35,31612,2699,-2,0
9947,30000,2,2,2,26,77736,7420,0,1
9948,180000,2,1,2,29,146434,8576,0,0
9949,240000,2,2,2,34,9617,2000,-1,1
9950,30000,2,2,2,25,51646,718,2,0
9951,50000,2,1,2,28,10924,0,0,0
9952,280000,2,2,2,24,5417,3000,-1,1
9953,20000,1,1,2,37,53227,2716,2,1
9954,130000,2,3,1,54,130800,23600,0,0
9955,70000,1,1,2,29,106290,4650,0,1
9956,180000,2,2,1,32,3650,12490,0,0
9957,320000,1,1,1,46,33725,6180,-1,0
9958,30000,2,2,1,33,96683,37333,2,1
9959,280000,2,2,2,33,35833,8984,-2,0
9960,80000,2,2,2,50,8968,16100,-1,0
9961,140000,2,2,2,27,422709,18849,0,0
9962,180000,1,2,1,27,534032,0,0,0
9963,20000,1,2,2,55,0,33338,2,0
9964,420000,2,1,2,29,178377,70277,0,0
9965,200000,2,1,2,29,132008,7000,-2,1
9966,140000,2,1,2,25,157615,22650,0,0
9967,170000,2,3,2,33,502630,4000,0,0
9968,30000,2,2,2,24,70062,2000,2,0
9969,50000,2,1,2,26,21272,11580,-1,0
9970,150000,2,1,1,45,402014,0,0,0
9971,30000,1,2,2,30,20600,6200,0,1
9972,50000,1,3,2,38,99439,2774,0,0
9973,300000,2,1,2,39,-3,0,-2,1
9974,80000,2,3,0,34,19650,15000,0,0
9975,50000,2,1,2,27,111262,13000,0,0
9976,110000,2,2,1,41,224122,0,0,0
9977,110000,2,1,2,32,7867,68062,0,0
9978,390000,2,1,1,34,167404,1188,0,0
9979,200000,1,3,2,46,1188,0,-1,0
9980,30000,1,1,1,38,95926,15200,5,1
9981,230000,1,1,2,30,289296,9813,0,0
9982,210000,2,1,1,44,2395,7542,-2,0
9983,30000,2,2,1,54,1509,8671,-1,0
9984,130000,2,3,1,41,184064,0,0,0
9985,130000,1,3,2,37,2606,22299,0,0
9986,480000,2,1,2,27,20284,9250,0,0
9987,160000,2,1,1,37,6870,2598,-1,0
9988,10000,1,1,2,27,14726,2169,0,0
9989,360000,2,2,2,33,3320,44098,-2,0
9990,260000,2,2,1,28,192834,4326,0,0
9991,330000,2,2,1,45,122106,0,0,0
9992,30000,2,2,1,47,0,0,-2,1
9993,80000,1,2,1,31,0,2777,-2,1
9994,120000,2,2,1,29,2777,397,-1,1
9995,170000,1,2,2,30,589,1419,-1,1
9996,140000,2,1,2,31,0,0,-2,0
9997,80000,2,2,2,37,0,41297,-2,0
9998,200000,1,3,1,44,496226,0,0,0
9999,80000,2,2,2,26,0,9000,-2,1
10000,230000,1,2,1,36,56240,0,0,0
10001,260000,2,1,1,40,0,2655,-2,0
10002,50000,2,2,2,28,2160,0,-1,0
10003,340000,1,2,1,35,-18,4450,-2,0
10004,50000,1,1,2,39,54445,6164,0,0
10005,200000,2,3,2,45,7700,9965,-2,0
10006,280000,2,2,2,36,256222,12320,0,0
10007,170000,1,2,2,35,337376,4543,0,0
10008,100000,2,2,1,38,118605,0,0,0
10009,360000,2,1,1,48,-600,13479,-2,1
10010,30000,2,1,2,23,36186,369,0,1
10011,150000,2,2,2,26,631,7000,-1,0
10012,50000,1,2,2,29,81509,17096,-2,0
10013,40000,2,1,2,35,97233,0,0,0
10014,30000,1,3,2,58,1560,8161,0,0
10015,140000,2,1,1,35,79683,10676,0,0
10016,150000,1,2,2,30,30959,10500,-1,0
10017,150000,2,2,2,37,238449,10824,0,0
10018,360000,2,1,2,47,563767,6952,0,0
10019,170000,1,2,2,43,180950,6089,0,0
10020,50000,1,1,2,26,140993,2500,0,1
10021,260000,2,1,1,43,6922,6048,-1,0
10022,350000,2,3,1,32,3963,0,-1,0
10023,210000,2,2,1,41,-30,0,-1,0
10024,50000,2,2,1,39,-1050,10060,-2,0
10025,170000,1,2,1,46,216339,5100,0,1
10026,50000,2,2,2,24,115219,3700,0,1
10027,50000,2,2,1,32,90884,21946,0,0
10028,280000,2,2,2,33,21946,3544,-1,0
10029,430000,1,2,2,42,92846,45523,0,0
10030,340000,2,1,2,30,103624,7977,-1,0
10031,310000,2,1,2,32,14643,416,-2,0
10032,120000,1,1,1,41,1664,29401,-1,0
10033,200000,1,2,2,27,4701,28283,-1,1
10034,500000,2,2,2,41,37617,136904,-1,0
10035,270000,1,3,1,53,217162,10900,0,1
10036,190000,1,1,2,26,275453,29891,0,0
10037,340000,2,3,1,37,29411,16800,-1,0
10038,390000,2,3,2,30,533752,8902,0,0
10039,90000,2,1,2,31,8840,17043,0,0
10040,200000,2,2,1,27,567701,39252,0,0
10041,230000,2,1,1,43,80398,66534,-1,0
10042,100000,2,3,1,39,71865,1400,-2,0
10043,30000,2,1,2,24,44004,1106,0,1
10044,50000,1,2,1,50,25996,0,0,0
10045,200000,2,1,1,44,-120,6000,-2,0
10046,50000,2,2,1,39,77673,5000,0,0
10047,130000,1,2,2,31,30025,3193,0,1
10048,260000,1,2,1,46,33549,23291,0,0
10049,80000,2,1,1,28,22051,0,-1,0
10050,20000,1,2,2,30,780,9000,-1,0
10051,160000,2,2,1,27,90612,51058,0,0
10052,70000,2,3,2,24,118709,5343,0,0
10053,70000,1,1,2,26,35010,8695,0,0
10054,400000,1,1,2,38,130521,0,-1,1
10055,30000,1,1,2,26,0,17326,-2,0
10056,240000,2,1,2,35,34111,1120,0,0
10057,40000,2,2,1,43,66193,63000,0,0
10058,510000,2,3,1,61,617504,2639,0,0
10059,20000,2,2,2,23,35565,0,0,0
10060,80000,1,2,2,26,0,0,-2,0
10061,10000,2,1,1,37,0,3603,-2,0
10062,50000,2,3,1,61,75406,4342,2,0
10063,200000,1,2,1,31,85386,10000,0,0
10064,140000,1,3,1,59,404315,6203,0,0
10065,60000,1,2,2,28,100243,1238,0,1
10066,100000,1,1,2,27,3602,3600,0,1
10067,30000,2,2,1,34,89128,649,0,0
10068,500000,1,2,1,42,2023,4458,-1,0
10069,420000,2,2,2,31,134566,19170,0,0
10070,130000,2,2,1,36,411862,6390,0,1
10071,360000,2,1,1,56,6232,40349,-2,0
10072,150000,2,1,2,36,58560,2662,-1,0
10073,360000,1,1,2,33,2891,87500,-1,0
10074,230000,2,2,2,29,301675,228,0,0
10075,180000,2,1,1,31,-144,1500,-1,0
10076,160000,2,1,1,34,2331,55413,-1,1
10077,250000,2,2,1,43,102648,112154,-1,0
10078,170000,1,3,1,40,41589,11602,-2,0
10079,100000,2,2,1,28,302228,129188,0,0
10080,200000,2,1,1,37,34070,5000,0,1
10081,60000,2,2,1,53,79048,7000,0,0
10082,300000,1,1,1,44,90767,18000,0,0
10083,290000,1,2,2,29,13293,2654,-1,0
10084,30000,2,2,2,23,69265,9505,0,0
10085,340000,1,2,1,35,267867,5000,0,0
10086,90000,1,2,2,31,109546,12000,0,0
10087,140000,2,1,2,28,312035,2603,0,1
10088,150000,1,1,2,31,27459,5653,0,0
10089,70000,1,3,1,47,201671,56317,2,1
10090,750000,2,1,1,41,116070,23675,0,0
10091,200000,2,2,2,26,178798,24790,0,0
10092,230000,2,2,1,39,365652,31260,0,1
10093,180000,2,3,1,43,34309,5000,-1,0
10094,210000,2,2,1,40,4834,15000,-1,0
10095,170000,1,2,2,31,230015,1150,0,0
10096,30000,2,2,2,26,2300,819,2,0
10097,30000,1,1,2,24,49798,6828,0,0
10098,90000,2,2,1,33,269491,5123,2,0
10099,50000,2,2,1,30,93664,11376,0,1
10100,240000,2,1,2,28,26320,7400,-1,1
10101,280000,2,1,1,63,4125,5170,-2,0
10102,410000,2,3,2,31,3932,926,-2,0
10103,30000,2,2,1,42,21212,420,0,1
10104,260000,1,1,1,40,201,2173,-1,0
10105,30000,2,2,1,51,59087,1000,0,0
10106,10000,1,2,1,23,24967,0,2,0
10107,290000,1,1,1,41,0,0,-2,0
10108,150000,2,1,2,37,0,3458,-2,1
10109,30000,1,2,1,24,90512,30000,0,0
10110,360000,2,1,2,44,566408,0,0,0
10111,240000,2,2,1,47,0,19000,-2,0
10112,60000,1,1,2,28,29293,7770,0,1
10113,50000,2,2,2,31,2769,8519,-2,0
10114,50000,2,1,2,42,3702,12000,-2,0
10115,50000,1,2,2,29,44233,1000,0,0
10116,10000,1,2,2,24,18957,2251,2,1
10117,110000,2,3,1,48,59900,4455,0,1
10118,220000,2,1,2,29,4580,3000,-1,0
10119,400000,2,3,1,44,61345,8000,0,0
10120,90000,2,2,2,26,220859,20000,0,0
10121,150000,2,3,1,48,158224,8400,2,1
10122,80000,2,2,2,26,207479,4309,2,0
10123,50000,1,3,2,23,340,2003,-1,0
10124,50000,1,2,2,33,44934,953,0,0
10125,20000,1,2,1,38,27658,4000,2,0
10126,50000,1,2,2,29,12917,9000,0,0
10127,140000,2,2,2,27,167369,0,0,0
