tid,account,amount,date,type
2870,2870,0,2005-06-14,exp
2871,2871,13663,2005-06-14,exp
2872,2872,2437,2005-06-14,exp
2873,2873,466,2005-06-14,exp
2874,2874,43405,2005-06-14,exp
2875,2875,14800,2005-06-14,exp
2876,2876,1666,2005-06-14,exp
2877,2877,51205,2005-06-14,exp
2878,2878,95115,2005-06-14,exp
2879,2879,106614,2005-06-14,exp
2880,2880,593,2005-06-14,exp
2881,2881,5420,2005-06-14,exp
2882,2882,11348,2005-06-14,exp
2883,2883,57751,2005-06-14,exp
2884,2884,4707,2005-06-14,exp
2885,2885,360,2005-06-14,exp
2886,2886,143828,2005-06-14,exp
2887,2887,3470,2005-06-14,exp
2888,2888,50297,2005-06-14,exp
2889,2889,8036,2005-06-14,exp
2890,2890,2521,2005-06-14,exp
2891,2891,84135,2005-06-14,exp
2892,2892,0,2005-06-14,exp
2893,2893,164076,2005-06-14,exp
2894,2894,1048,2005-06-14,exp
2895,2895,74778,2005-06-14,exp
2896,2896,121023,2005-06-14,exp
2897,2897,0,2005-06-14,exp
2898,2898,84218,2005-06-14,exp
2899,2899,16970,2005-06-14,exp
2900,2900,390,2005-06-14,exp
2901,2901,556,2005-06-14,exp
2902,2902,125,2005-06-14,exp
2903,2903,26918,2005-06-14,exp
2904,2904,48738,2005-06-14,exp
2905,2905,48430,2005-06-14,exp
2906,2906,-1523,2005-06-14,exp
2907,2907,70260,2005-06-14,exp
2908,2908,6391,2005-06-14,exp
2909,2909,59265,2005-06-14,exp
2910,2910,6523,2005-06-14,exp
2911,2911,8694,2005-06-14,exp
2912,2912,1320,2005-06-14,exp
2913,2913,5625,2005-06-14,exp
2914,2914,0,2005-06-14,exp
2915,2915,-6,2005-06-14,exp
2916,2916,10569,2005-06-14,exp
2917,2917,31539,2005-06-14,exp
2918,2918,0,2005-06-14,exp
2919,2919,44879,2005-06-14,exp
2920,2920,156229,2005-06-14,exp
2921,2921,9652,2005-06-14,exp
2922,2922,0,2005-06-14,exp
2923,2923,15673,2005-06-14,exp
2924,2924,19862,2005-06-14,exp
2925,2925,2190,2005-06-14,exp
2926,2926,19934,2005-06-14,exp
2927,2927,27834,2005-06-14,exp
2928,2928,520,2005-06-14,exp
2929,2929,48279,2005-06-14,exp
2930,2930,59075,2005-06-14,exp
2931,2931,38855,2005-06-14,exp
2932,2932,6742,2005-06-14,exp
2933,2933,92243,2005-06-14,exp
2934,2934,5043,2005-06-14,exp
2935,2935,0,2005-06-14,exp
2936,2936,-15000,2005-06-14,exp
2937,2937,0,2005-06-14,exp
2938,2938,23337,2005-06-14,exp
2939,2939,85874,2005-06-14,exp
2940,2940,19180,2005-06-14,exp
2941,2941,1884,2005-06-14,exp
2942,2942,66033,2005-06-14,exp
2943,2943,234456,2005-06-14,exp
2944,2944,19593,2005-06-14,exp
2945,2945,91204,2005-06-14,exp
2946,2946,194413,2005-06-14,exp
2947,2947,91706,2005-06-14,exp
2948,2948,17046,2005-06-14,exp
2949,2949,139551,2005-06-14,exp
2950,2950,40564,2005-06-14,exp
2951,2951,75299,2005-06-14,exp
2952,2952,0,2005-06-14,exp
2953,2953,12787,2005-06-14,exp
2954,2954,7028,2005-06-14,exp
2955,2955,0,2005-06-14,exp
2956,2956,9163,2005-06-14,exp
2957,2957,19987,2005-06-14,exp
2958,2958,890,2005-06-14,exp
2959,2959,-25,2005-06-14,exp
2960,2960,2542,2005-06-14,exp
2961,2961,39527,2005-06-14,exp
2962,2962,390,2005-06-14,exp
2963,2963,1642,2005-06-14,exp
2964,2964,50411,2005-06-14,exp
2965,2965,121399,2005-06-14,exp
2966,2966,28299,2005-06-14,exp
2967,2967,29119,2005-06-14,exp
2968,2968,2896,2005-06-14,exp
2969,2969,94045,2005-06-14,exp
2970,2970,149860,2005-06-14,exp
2971,2971,83747,2005-06-14,exp
2972,2972,18157,2005-06-14,exp
2973,2973,-20,2005-06-14,exp
2974,2974,150,2005-06-14,exp
2975,2975,2360,2005-06-14,exp
2976,2976,3155,2005-06-14,exp
2977,2977,0,2005-06-14,exp
2978,2978,19507,2005-06-14,exp
2979,2979,325,2005-06-14,exp
2980,2980,1064,2005-06-14,exp
2981,2981,3807,2005-06-14,exp
2982,2982,0,2005-06-14,exp
2983,2983,1836,2005-06-14,exp
2984,2984,6290,2005-06-14,exp
2985,2985,495,2005-06-14,exp
2986,2986,20554,2005-06-14,exp
2987,2987,1761,2005-06-14,exp
2988,2988,32345,2005-06-14,exp
2989,2989,18265,2005-06-14,exp
2990,2990,17227,2005-06-14,exp
2991,2991,33231,2005-06-14,exp
2992,2992,0,2005-06-14,exp
2993,2993,91550,2005-06-14,exp
2994,2994,1672,2005-06-14,exp
2995,2995,-4,2005-06-14,exp
2996,2996,199,2005-06-14,exp
2997,2997,122362,2005-06-14,exp
2998,2998,19529,2005-06-14,exp
2999,2999,22864,2005-06-14,exp
3000,3000,18443,2005-06-14,exp
3001,3001,17064,2005-06-14,exp
3002,3002,18844,2005-06-14,exp
3003,3003,0,2005-06-14,exp
3004,3004,42125,2005-06-14,exp
3005,3005,188465,2005-06-14,exp
3006,3006,4144,2005-06-14,exp
3007,3007,153208,2005-06-14,exp
3008,3008,4837,2005-06-14,exp
3009,3009,16760,2005-06-14,exp
3010,3010,23950,2005-06-14,exp
3011,3011,92195,2005-06-14,exp
3012,3012,95735,2005-06-14,exp
3013,3013,26030,2005-06-14,exp
3014,3014,803,2005-06-14,exp
3015,3015,15103,2005-06-14,exp
3016,3016,35233,2005-06-14,exp
3017,3017,19000,2005-06-14,exp
3018,3018,0,2005-06-14,exp
3019,3019,8436,2005-06-14,exp
3020,3020,63751,2005-06-14,exp
3021,3021,22721,2005-06-14,exp
3022,3022,8252,2005-06-14,exp
3023,3023,11622,2005-06-14,exp
3024,3024,59253,2005-06-14,exp
3025,3025,112906,2005-06-14,exp
3026,3026,0,2005-06-14,exp
3027,3027,22812,2005-06-14,exp
3028,3028,54020,2005-06-14,exp
3029,3029,44683,2005-06-14,exp
3030,3030,35321,2005-06-14,exp
3031,3031,2740,2005-06-14,exp
3032,3032,11049,2005-06-14,exp
3033,3033,-2,2005-06-14,exp
3034,3034,1415,2005-06-14,exp
3035,3035,2120,2005-06-14,exp
3036,3036,0,2005-06-14,exp
3037,3037,0,2005-06-14,exp
3038,3038,306154,2005-06-14,exp
3039,3039,7480,2005-06-14,exp
3040,3040,137986,2005-06-14,exp
3041,3041,34657,2005-06-14,exp
3042,3042,20861,2005-06-14,exp
3043,3043,2086,2005-06-14,exp
3044,3044,44639,2005-06-14,exp
3045,3045,0,2005-06-14,exp
3046,3046,326,2005-06-14,exp
3047,3047,306752,2005-06-14,exp
3048,3048,0,2005-06-14,exp
3049,3049,305024,2005-06-14,exp
3050,3050,823,2005-06-14,exp
3051,3051,22121,2005-06-14,exp
3052,3052,367400,2005-06-14,exp
3053,3053,-1216,2005-06-14,exp
3054,3054,780,2005-06-14,exp
3055,3055,0,2005-06-14,exp
3056,3056,0,2005-06-14,exp
3057,3057,41359,2005-06-14,exp
3058,3058,29494,2005-06-14,exp
3059,3059,5410,2005-06-14,exp
3060,3060,4394,2005-06-14,exp
3061,3061,129507,2005-06-14,exp
3062,3062,28782,2005-06-14,exp
3063,3063,12189,2005-06-14,exp
3064,3064,44659,2005-06-14,exp
3065,3065,91200,2005-06-14,exp
3066,3066,4859,2005-06-14,exp
3067,3067,832,2005-06-14,exp
3068,3068,0,2005-06-14,exp
3069,3069,55559,2005-06-14,exp
3070,3070,27785,2005-06-14,exp
3071,3071,19895,2005-06-14,exp
3072,3072,101550,2005-06-14,exp
3073,3073,9329,2005-06-14,exp
3074,3074,312,2005-06-14,exp
3075,3075,36013,2005-06-14,exp
3076,3076,14757,2005-06-14,exp
3077,3077,976,2005-06-14,exp
3078,3078,0,2005-06-14,exp
3079,3079,9531,2005-06-14,exp
3080,3080,1338,2005-06-14,exp
3081,3081,17360,2005-06-14,exp
3082,3082,97475,2005-06-14,exp
3083,3083,43687,2005-06-14,exp
3084,3084,376,2005-06-14,exp
3085,3085,430,2005-06-14,exp
3086,3086,58892,2005-06-14,exp
3087,3087,300,2005-06-14,exp
3088,3088,20334,2005-06-14,exp
3089,3089,0,2005-06-14,exp
3090,3090,21666,2005-06-14,exp
3091,3091,19221,2005-06-14,exp
3092,3092,35409,2005-06-14,exp
3093,3093,29906,2005-06-14,exp
3094,3094,228022,2005-06-14,exp
3095,3095,0,2005-06-14,exp
3096,3096,300,2005-06-14,exp
3097,3097,18484,2005-06-14,exp
3098,3098,11013,2005-06-14,exp
3099,3099,8704,2005-06-14,exp
3100,3100,19805,2005-06-14,exp
3101,3101,12620,2005-06-14,exp
3102,3102,-8,2005-06-14,exp
3103,3103,196475,2005-06-14,exp
3104,3104,16332,2005-06-14,exp
3105,3105,35048,2005-06-14,exp
3106,3106,135043,2005-06-14,exp
3107,3107,39018,2005-06-14,exp
3108,3108,109705,2005-06-14,exp
3109,3109,205576,2005-06-14,exp
3110,3110,32830,2005-06-14,exp
3111,3111,81209,2005-06-14,exp
3112,3112,26008,2005-06-14,exp
3113,3113,49532,2005-06-14,exp
3114,3114,209288,2005-06-14,exp
3115,3115,2750,2005-06-14,exp
3116,3116,9790,2005-06-14,exp
3117,3117,22204,2005-06-14,exp
3118,3118,111936,2005-06-14,exp
3119,3119,36914,2005-06-14,exp
3120,3120,22209,2005-06-14,exp
3121,3121,76491,2005-06-14,exp
3122,3122,145630,2005-06-14,exp
3123,3123,159584,2005-06-14,exp
3124,3124,932,2005-06-14,exp
3125,3125,34809,2005-06-14,exp
3126,3126,44396,2005-06-14,exp
3127,3127,74964,2005-06-14,exp
3128,3128,9905,2005-06-14,exp
3129,3129,113028,2005-06-14,exp
3130,3130,105327,2005-06-14,exp
3131,3131,83314,2005-06-14,exp
3132,3132,50000,2005-06-14,exp
3133,3133,94119,2005-06-14,exp
3134,3134,2885,2005-06-14,exp
3135,3135,29184,2005-06-14,exp
3136,3136,97701,2005-06-14,exp
3137,3137,18733,2005-06-14,exp
3138,3138,60196,2005-06-14,exp
3139,3139,390,2005-06-14,exp
3140,3140,43053,2005-06-14,exp
3141,3141,18950,2005-06-14,exp
3142,3142,0,2005-06-14,exp
3143,3143,61000,2005-06-14,exp
3144,3144,53390,2005-06-14,exp
3145,3145,1720,2005-06-14,exp
3146,3146,24743,2005-06-14,exp
3147,3147,5243,2005-06-14,exp
3148,3148,797,2005-06-14,exp
3149,3149,202106,2005-06-14,exp
3150,3150,8882,2005-06-14,exp
3151,3151,0,2005-06-14,exp
3152,3152,73322,2005-06-14,exp
3153,3153,199682,2005-06-14,exp
3154,3154,19625,2005-06-14,exp
3155,3155,490,2005-06-14,exp
3156,3156,0,2005-06-14,exp
3157,3157,31850,2005-06-14,exp
3158,3158,20100,2005-06-14,exp
3159,3159,124913,2005-06-14,exp
3160,3160,2626,2005-06-14,exp
3161,3161,196016,2005-06-14,exp
3162,3162,694,2005-06-14,exp
3163,3163,1460,2005-06-14,exp
3164,3164,0,2005-06-14,exp
3165,3165,6068,2005-06-14,exp
3166,3166,0,2005-06-14,exp
3167,3167,2192,2005-06-14,exp
3168,3168,328,2005-06-14,exp
3169,3169,19983,2005-06-14,exp
3170,3170,0,2005-06-14,exp
3171,3171,11440,2005-06-14,exp
3172,3172,53096,2005-06-14,exp
3173,3173,179717,2005-06-14,exp
3174,3174,19138,2005-06-14,exp
3175,3175,12920,2005-06-14,exp
3176,3176,201945,2005-06-14,exp
3177,3177,550,2005-06-14,exp
3178,3178,25930,2005-06-14,exp
3179,3179,9267,2005-06-14,exp
3180,3180,10000,2005-06-14,exp
3181,3181,7660,2005-06-14,exp
3182,3182,9974,2005-06-14,exp
3183,3183,2912,2005-06-14,exp
3184,3184,-170000,2005-06-14,exp
3185,3185,9221,2005-06-14,exp
3186,3186,1098,2005-06-14,exp
3187,3187,47427,2005-06-14,exp
3188,3188,0,2005-06-14,exp
3189,3189,987,2005-06-14,exp
3190,3190,2698,2005-06-14,exp
3191,3191,2130,2005-06-14,exp
3192,3192,19315,2005-06-14,exp
3193,3193,13277,2005-06-14,exp
3194,3194,7681,2005-06-14,exp
3195,3195,5495,2005-06-14,exp
3196,3196,11929,2005-06-14,exp
3197,3197,339,2005-06-14,exp
3198,3198,10046,2005-06-14,exp
3199,3199,19612,2005-06-14,exp
3200,3200,89384,2005-06-14,exp
3201,3201,58472,2005-06-14,exp
3202,3202,10044,2005-06-14,exp
3203,3203,49145,2005-06-14,exp
3204,3204,36560,2005-06-14,exp
3205,3205,21547,2005-06-14,exp
3206,3206,1111,2005-06-14,exp
3207,3207,3115,2005-06-14,exp
3208,3208,7957,2005-06-14,exp
3209,3209,29713,2005-06-14,exp
3210,3210,6272,2005-06-14,exp
3211,3211,233210,2005-06-14,exp
3212,3212,0,2005-06-14,exp
3213,3213,16084,2005-06-14,exp
3214,3214,25400,2005-06-14,exp
3215,3215,240,2005-06-14,exp
3216,3216,42415,2005-06-14,exp
3217,3217,17095,2005-06-14,exp
3218,3218,36886,2005-06-14,exp
3219,3219,0,2005-06-14,exp
3220,3220,43014,2005-06-14,exp
3221,3221,0,2005-06-14,exp
3222,3222,36683,2005-06-14,exp
3223,3223,100464,2005-06-14,exp
3224,3224,2779,2005-06-14,exp
3225,3225,131871,2005-06-14,exp
3226,3226,18780,2005-06-14,exp
3227,3227,74387,2005-06-14,exp
3228,3228,15010,2005-06-14,exp
3229,3229,37872,2005-06-14,exp
3230,3230,114472,2005-06-14,exp
3231,3231,32559,2005-06-14,exp
3232,3232,56841,2005-06-14,exp
3233,3233,28433,2005-06-14,exp
3234,3234,30584,2005-06-14,exp
3235,3235,0,2005-06-14,exp
3236,3236,550,2005-06-14,exp
3237,3237,111593,2005-06-14,exp
3238,3238,35587,2005-06-14,exp
3239,3239,8445,2005-06-14,exp
3240,3240,1437,2005-06-14,exp
3241,3241,0,2005-06-14,exp
3242,3242,101169,2005-06-14,exp
3243,3243,0,2005-06-14,exp
3244,3244,25032,2005-06-14,exp
3245,3245,29367,2005-06-14,exp
3246,3246,20320,2005-06-14,exp
3247,3247,0,2005-06-14,exp
3248,3248,112404,2005-06-14,exp
3249,3249,18593,2005-06-14,exp
3250,3250,7476,2005-06-14,exp
3251,3251,78304,2005-06-14,exp
3252,3252,6431,2005-06-14,exp
3253,3253,0,2005-06-14,exp
3254,3254,2946,2005-06-14,exp
3255,3255,7127,2005-06-14,exp
3256,3256,7873,2005-06-14,exp
3257,3257,82581,2005-06-14,exp
3258,3258,0,2005-06-14,exp
3259,3259,24511,2005-06-14,exp
3260,3260,19349,2005-06-14,exp
3261,3261,131937,2005-06-14,exp
3262,3262,18150,2005-06-14,exp
3263,3263,325,2005-06-14,exp
3264,3264,-414,2005-06-14,exp
3265,3265,19402,2005-06-14,exp
3266,3266,0,2005-06-14,exp
3267,3267,0,2005-06-14,exp
3268,3268,122453,2005-06-14,exp
3269,3269,34197,2005-06-14,exp
3270,3270,18662,2005-06-14,exp
3271,3271,106221,2005-06-14,exp
3272,3272,36100,2005-06-14,exp
3273,3273,33814,2005-06-14,exp
3274,3274,7309,2005-06-14,exp
3275,3275,71370,2005-06-14,exp
3276,3276,19616,2005-06-14,exp
3277,3277,162462,2005-06-14,exp
3278,3278,0,2005-06-14,exp
3279,3279,19702,2005-06-14,exp
3280,3280,13608,2005-06-14,exp
3281,3281,766,2005-06-14,exp
3282,3282,0,2005-06-14,exp
3283,3283,0,2005-06-14,exp
3284,3284,96203,2005-06-14,exp
3285,3285,25475,2005-06-14,exp
3286,3286,177595,2005-06-14,exp
3287,3287,0,2005-06-14,exp
3288,3288,13394,2005-06-14,exp
3289,3289,22266,2005-06-14,exp
3290,3290,416,2005-06-14,exp
3291,3291,0,2005-06-14,exp
3292,3292,31630,2005-06-14,exp
3293,3293,582,2005-06-14,exp
3294,3294,30106,2005-06-14,exp
3295,3295,60586,2005-06-14,exp
3296,3296,76818,2005-06-14,exp
3297,3297,8007,2005-06-14,exp
3298,3298,6519,2005-06-14,exp
3299,3299,600,2005-06-14,exp
3300,3300,345904,2005-06-14,exp
3301,3301,30566,2005-06-14,exp
3302,3302,18680,2005-06-14,exp
3303,3303,16605,2005-06-14,exp
3304,3304,90944,2005-06-14,exp
3305,3305,29569,2005-06-14,exp
3306,3306,49182,2005-06-14,exp
3307,3307,0,2005-06-14,exp
3308,3308,7053,2005-06-14,exp
3309,3309,9800,2005-06-14,exp
3310,3310,0,2005-06-14,exp
3311,3311,79428,2005-06-14,exp
3312,3312,93763,2005-06-14,exp
3313,3313,7782,2005-06-14,exp
3314,3314,31741,2005-06-14,exp
3315,3315,899,2005-06-14,exp
3316,3316,215506,2005-06-14,exp
3317,3317,188044,2005-06-14,exp
3318,3318,1715,2005-06-14,exp
3319,3319,2200,2005-06-14,exp
3320,3320,4703,2005-06-14,exp
3321,3321,9019,2005-06-14,exp
3322,3322,0,2005-06-14,exp
3323,3323,0,2005-06-14,exp
3324,3324,12187,2005-06-14,exp
3325,3325,108310,2005-06-14,exp
3326,3326,142381,2005-06-14,exp
3327,3327,0,2005-06-14,exp
3328,3328,29251,2005-06-14,exp
3329,3329,89339,2005-06-14,exp
3330,3330,6393,2005-06-14,exp
3331,3331,49890,2005-06-14,exp
3332,3332,0,2005-06-14,exp
3333,3333,3342,2005-06-14,exp
3334,3334,4583,2005-06-14,exp
3335,3335,3755,2005-06-14,exp
3336,3336,34752,2005-06-14,exp
3337,3337,21576,2005-06-14,exp
3338,3338,29384,2005-06-14,exp
3339,3339,9229,2005-06-14,exp
3340,3340,18334,2005-06-14,exp
3341,3341,5246,2005-06-14,exp
3342,3342,150,2005-06-14,exp
3343,3343,24749,2005-06-14,exp
3344,3344,293063,2005-06-14,exp
3345,3345,31011,2005-06-14,exp
3346,3346,0,2005-06-14,exp
3347,3347,0,2005-06-14,exp
3348,3348,58543,2005-06-14,exp
3349,3349,62696,2005-06-14,exp
3350,3350,-897,2005-06-14,exp
3351,3351,23296,2005-06-14,exp
3352,3352,9850,2005-06-14,exp
3353,3353,150,2005-06-14,exp
3354,3354,45576,2005-06-14,exp
3355,3355,51018,2005-06-14,exp
3356,3356,290371,2005-06-14,exp
3357,3357,48652,2005-06-14,exp
3358,3358,39731,2005-06-14,exp
3359,3359,76842,2005-06-14,exp
3360,3360,54832,2005-06-14,exp
3361,3361,138016,2005-06-14,exp
3362,3362,5724,2005-06-14,exp
3363,3363,3007,2005-06-14,exp
3364,3364,390003,2005-06-14,exp
3365,3365,3277,2005-06-14,exp
3366,3366,0,2005-06-14,exp
3367,3367,255409,2005-06-14,exp
3368,3368,316,2005-06-14,exp
3369,3369,47141,2005-06-14,exp
3370,3370,11500,2005-06-14,exp
3371,3371,32450,2005-06-14,exp
3372,3372,48731,2005-06-14,exp
3373,3373,85282,2005-06-14,exp
3374,3374,-33,2005-06-14,exp
3375,3375,-16,2005-06-14,exp
3376,3376,0,2005-06-14,exp
3377,3377,46207,2005-06-14,exp
3378,3378,9454,2005-06-14,exp
3379,3379,37,2005-06-14,exp
3380,3380,10687,2005-06-14,exp
3381,3381,19311,2005-06-14,exp
3382,3382,3267,2005-06-14,exp
3383,3383,34894,2005-06-14,exp
3384,3384,19396,2005-06-14,exp
3385,3385,2108,2005-06-14,exp
3386,3386,20311,2005-06-14,exp
3387,3387,969,2005-06-14,exp
3388,3388,150,2005-06-14,exp
3389,3389,19258,2005-06-14,exp
3390,3390,150893,2005-06-14,exp
3391,3391,8390,2005-06-14,exp
3392,3392,0,2005-06-14,exp
3393,3393,0,2005-06-14,exp
3394,3394,28683,2005-06-14,exp
3395,3395,2754,2005-06-14,exp
3396,3396,89223,2005-06-14,exp
3397,3397,139784,2005-06-14,exp
3398,3398,12241,2005-06-14,exp
3399,3399,0,2005-06-14,exp
3400,3400,1990,2005-06-14,exp
3401,3401,168601,2005-06-14,exp
3402,3402,94896,2005-06-14,exp
3403,3403,1004,2005-06-14,exp
3404,3404,0,2005-06-14,exp
3405,3405,48327,2005-06-14,exp
3406,3406,15488,2005-06-14,exp
3407,3407,33153,2005-06-14,exp
3408,3408,7779,2005-06-14,exp
3409,3409,2029,2005-06-14,exp
3410,3410,1204,2005-06-14,exp
3411,3411,9454,2005-06-14,exp
3412,3412,9110,2005-06-14,exp
3413,3413,3,2005-06-14,exp
3414,3414,88399,2005-06-14,exp
3415,3415,0,2005-06-14,exp
3416,3416,191730,2005-06-14,exp
3417,3417,129785,2005-06-14,exp
3418,3418,48948,2005-06-14,exp
3419,3419,33975,2005-06-14,exp
3420,3420,100125,2005-06-14,exp
3421,3421,84732,2005-06-14,exp
3422,3422,1475,2005-06-14,exp
3423,3423,27562,2005-06-14,exp
3424,3424,30368,2005-06-14,exp
3425,3425,15782,2005-06-14,exp
3426,3426,202134,2005-06-14,exp
3427,3427,46342,2005-06-14,exp
3428,3428,10695,2005-06-14,exp
3429,3429,-874,2005-06-14,exp
3430,3430,-35,2005-06-14,exp
3431,3431,904,2005-06-14,exp
3432,3432,1449,2005-06-14,exp
3433,3433,-13,2005-06-14,exp
3434,3434,18674,2005-06-14,exp
3435,3435,390,2005-06-14,exp
3436,3436,-10,2005-06-14,exp
3437,3437,0,2005-06-14,exp
3438,3438,3804,2005-06-14,exp
3439,3439,12657,2005-06-14,exp
3440,3440,30026,2005-06-14,exp
3441,3441,18127,2005-06-14,exp
3442,3442,48236,2005-06-14,exp
3443,3443,363,2005-06-14,exp
3444,3444,-270,2005-06-14,exp
3445,3445,1579,2005-06-14,exp
3446,3446,1322,2005-06-14,exp
3447,3447,164492,2005-06-14,exp
3448,3448,1707,2005-06-14,exp
3449,3449,129768,2005-06-14,exp
3450,3450,321,2005-06-14,exp
3451,3451,0,2005-06-14,exp
3452,3452,44382,2005-06-14,exp
3453,3453,50235,2005-06-14,exp
3454,3454,1261,2005-06-14,exp
3455,3455,19704,2005-06-14,exp
3456,3456,28914,2005-06-14,exp
3457,3457,26112,2005-06-14,exp
3458,3458,192140,2005-06-14,exp
3459,3459,70066,2005-06-14,exp
3460,3460,48540,2005-06-14,exp
3461,3461,30597,2005-06-14,exp
3462,3462,15211,2005-06-14,exp
3463,3463,172574,2005-06-14,exp
3464,3464,2390,2005-06-14,exp
3465,3465,28987,2005-06-14,exp
3466,3466,1708,2005-06-14,exp
3467,3467,821,2005-06-14,exp
3468,3468,106114,2005-06-14,exp
3469,3469,0,2005-06-14,exp
3470,3470,86139,2005-06-14,exp
3471,3471,1508,2005-06-14,exp
3472,3472,2475,2005-06-14,exp
3473,3473,181878,2005-06-14,exp
3474,3474,57911,2005-06-14,exp
3475,3475,17431,2005-06-14,exp
3476,3476,18252,2005-06-14,exp
3477,3477,16703,2005-06-14,exp
3478,3478,-4394,2005-06-14,exp
3479,3479,3338,2005-06-14,exp
3480,3480,196099,2005-06-14,exp
3481,3481,1260,2005-06-14,exp
3482,3482,21420,2005-06-14,exp
3483,3483,2727,2005-06-14,exp
3484,3484,16751,2005-06-14,exp
3485,3485,80234,2005-06-14,exp
3486,3486,41034,2005-06-14,exp
3487,3487,23150,2005-06-14,exp
3488,3488,157,2005-06-14,exp
3489,3489,22692,2005-06-14,exp
3490,3490,6326,2005-06-14,exp
3491,3491,3366,2005-06-14,exp
3492,3492,37137,2005-06-14,exp
3493,3493,143953,2005-06-14,exp
3494,3494,6761,2005-06-14,exp
3495,3495,98949,2005-06-14,exp
3496,3496,1550,2005-06-14,exp
3497,3497,17801,2005-06-14,exp
3498,3498,22241,2005-06-14,exp
3499,3499,9900,2005-06-14,exp
3500,3500,750,2005-06-14,exp
3501,3501,20645,2005-06-14,exp
3502,3502,65863,2005-06-14,exp
3503,3503,139796,2005-06-14,exp
3504,3504,0,2005-06-14,exp
3505,3505,5772,2005-06-14,exp
3506,3506,0,2005-06-14,exp
3507,3507,8355,2005-06-14,exp
3508,3508,30805,2005-06-14,exp
3509,3509,5385,2005-06-14,exp
3510,3510,43123,2005-06-14,exp
3511,3511,19920,2005-06-14,exp
3512,3512,274859,2005-06-14,exp
3513,3513,44569,2005-06-14,exp
3514,3514,2790,2005-06-14,exp
3515,3515,61578,2005-06-14,exp
3516,3516,0,2005-06-14,exp
3517,3517,108103,2005-06-14,exp
3518,3518,0,2005-06-14,exp
3519,3519,2437,2005-06-14,exp
3520,3520,342198,2005-06-14,exp
3521,3521,0,2005-06-14,exp
3522,3522,56740,2005-06-14,exp
3523,3523,18829,2005-06-14,exp
3524,3524,653,2005-06-14,exp
3525,3525,39917,2005-06-14,exp
3526,3526,4490,2005-06-14,exp
3527,3527,66282,2005-06-14,exp
3528,3528,10821,2005-06-14,exp
3529,3529,55708,2005-06-14,exp
3530,3530,0,2005-06-14,exp
3531,3531,470,2005-06-14,exp
3532,3532,29099,2005-06-14,exp
3533,3533,161950,2005-06-14,exp
3534,3534,500,2005-06-14,exp
3535,3535,45405,2005-06-14,exp
3536,3536,18574,2005-06-14,exp
3537,3537,15657,2005-06-14,exp
3538,3538,210438,2005-06-14,exp
3539,3539,2402,2005-06-14,exp
3540,3540,31262,2005-06-14,exp
3541,3541,8538,2005-06-14,exp
3542,3542,48869,2005-06-14,exp
3543,3543,5909,2005-06-14,exp
3544,3544,29701,2005-06-14,exp
3545,3545,0,2005-06-14,exp
3546,3546,23812,2005-06-14,exp
3547,3547,59075,2005-06-14,exp
3548,3548,93354,2005-06-14,exp
3549,3549,20126,2005-06-14,exp
3550,3550,7885,2005-06-14,exp
3551,3551,2000,2005-06-14,exp
3552,3552,37171,2005-06-14,exp
3553,3553,12557,2005-06-14,exp
3554,3554,87230,2005-06-14,exp
3555,3555,75892,2005-06-14,exp
3556,3556,98775,2005-06-14,exp
3557,3557,11285,2005-06-14,exp
3558,3558,50095,2005-06-14,exp
3559,3559,876,2005-06-14,exp
3560,3560,446,2005-06-14,exp
3561,3561,9629,2005-06-14,exp
3562,3562,65236,2005-06-14,exp
3563,3563,0,2005-06-14,exp
3564,3564,98257,2005-06-14,exp
3565,3565,2350,2005-06-14,exp
3566,3566,409,2005-06-14,exp
3567,3567,330221,2005-06-14,exp
3568,3568,255954,2005-06-14,exp
3569,3569,2870,2005-06-14,exp
3570,3570,113304,2005-06-14,exp
3571,3571,71970,2005-06-14,exp
3572,3572,178984,2005-06-14,exp
3573,3573,20298,2005-06-14,exp
3574,3574,9554,2005-06-14,exp
3575,3575,79207,2005-06-14,exp
3576,3576,60716,2005-06-14,exp
3577,3577,52002,2005-06-14,exp
3578,3578,1400,2005-06-14,exp
3579,3579,742,2005-06-14,exp
3580,3580,10029,2005-06-14,exp
3581,3581,718,2005-06-14,exp
3582,3582,1230,2005-06-14,exp
3583,3583,17504,2005-06-14,exp
3584,3584,5820,2005-06-14,exp
3585,3585,21477,2005-06-14,exp
3586,3586,0,2005-06-14,exp
3587,3587,225,2005-06-14,exp
3588,3588,291,2005-06-14,exp
3589,3589,0,2005-06-14,exp
3590,3590,52479,2005-06-14,exp
3591,3591,16345,2005-06-14,exp
3592,3592,2291,2005-06-14,exp
3593,3593,18300,2005-06-14,exp
3594,3594,60997,2005-06-14,exp
3595,3595,401635,2005-06-14,exp
3596,3596,138991,2005-06-14,exp
3597,3597,56032,2005-06-14,exp
3598,3598,13026,2005-06-14,exp
3599,3599,1000,2005-06-14,exp
3600,3600,4830,2005-06-14,exp
3601,3601,0,2005-06-14,exp
3602,3602,0,2005-06-14,exp
3603,3603,67150,2005-06-14,exp
3604,3604,6461,2005-06-14,exp
3605,3605,45564,2005-06-14,exp
3606,3606,29685,2005-06-14,exp
3607,3607,66207,2005-06-14,exp
3608,3608,29516,2005-06-14,exp
3609,3609,221365,2005-06-14,exp
3610,3610,59169,2005-06-14,exp
3611,3611,136410,2005-06-14,exp
3612,3612,29161,2005-06-14,exp
