amount,total
126.47,356.52
46.34,356.52
17.69,356.52
18.2,356.52
20.32,356.52
5.11,356.52
48.98,356.52
73.41,356.52
0.88,666.83
4.01,666.83
37.26,666.83
12.91,666.83
44.31,666.83
63.69,666.83
5.95,666.83
44.34,666.83
25.09,666.83
29.79,666.83
53.52,666.83
55.76,666.83
158.9,666.83
84.36,666.83
43.38,666.83
2.68,666.83
39.63,39.63
40.93,652.55
5.79,652.55
16.63,652.55
34.55,652.55
23.82,652.55
11.26,652.55
20.43,652.55
20.81,652.55
58.21,652.55
1.96,652.55
39.85,652.55
35.09,652.55
24.55,652.55
58.05,652.55
4.39,652.55
22.97,652.55
31.52,652.55
32.35,652.55
26.93,652.55
31.61,652.55
40.39,652.55
14.91,652.55
4.43,652.55
18.52,652.55
5.57,652.55
22.69,652.55
4.34,652.55
95.98,918.4
33.81,918.4
17.17,918.4
49.81,918.4
36.67,918.4
27.54,918.4
20.99,918.4
25.95,918.4
30.47,918.4
24.04,918.4
9.63,918.4
71.02,918.4
35.08,918.4
34.59,918.4
68.4,918.4
40.43,918.4
25.71,918.4
15.57,918.4
25.85,918.4
160.94,918.4
10.97,918.4
11.24,918.4
46.54,918.4
30.19,30.19
54.68,675.44
9,675.44
21.04,675.44
2.5,675.44
51.94,675.44
4.81,675.44
20.27,675.44
25.56,675.44
34.47,675.44
34.75,675.44
25.83,675.44
29.72,675.44
1.26,675.44
39.7,675.44
30.18,675.44
43.47,675.44
42.88,675.44
5.09,675.44
28.36,675.44
27.7,675.44
18.27,675.44
35.54,675.44
15.45,675.44
29.79,675.44
43.18,675.44
7.39,620.15
39.07,620.15
3.51,620.15
19.14,620.15
35.32,620.15
17.46,620.15
25.05,620.15
16.13,620.15
3.06,620.15
24.02,620.15
56.88,620.15
35.59,620.15
35.87,620.15
21.75,620.15
36.46,620.15
25.93,620.15
23.09,620.15
23.16,620.15
60.5,620.15
20.12,620.15
20.45,620.15
41.08,620.15
7.32,620.15
21.8,620.15
8.97,892.57
17.63,892.57
49.75,892.57
6.9,892.57
39.34,892.57
31.54,892.57
24.02,892.57
22.62,892.57
9.01,892.57
135.02,892.57
10.12,892.57
11.22,892.57
8.09,892.57
33.79,892.57
37.76,892.57
23.8,892.57
10.01,892.57
46.38,892.57
23.81,892.57
18.42,892.57
23,892.57
28.67,892.57
24.69,892.57
35.06,892.57
50.06,892.57
31.52,892.57
29.92,892.57
36.68,892.57
63.06,892.57
1.71,892.57
21.29,854.72
1.34,854.72
45.87,854.72
40.2,854.72
5.35,854.72
31.52,854.72
30.56,854.72
11.16,854.72
27.87,854.72
64.6,854.72
38.18,854.72
1.68,854.72
80.33,854.72
2.24,854.72
42.62,854.72
54.9,854.72
50.03,854.72
41.37,854.72
46.13,854.72
15.87,854.72
9.66,854.72
8.64,854.72
24.72,854.72
30.31,854.72
22.6,854.72
44.7,854.72
48.53,854.72
12.45,854.72
137.4,137.4
567.69,567.69
26.27,378.51
51.41,378.51
39.76,378.51
130.25,378.51
130.82,378.51
153.08,1357.32
132.75,1357.32
90.15,1357.32
981.34,1357.32
116.52,269.94
85.7,269.94
67.72,269.94
53.58,732.05
6.58,732.05
11.62,732.05
42.43,732.05
18.9,732.05
13.59,732.05
1.9,732.05
32.16,732.05
17.67,732.05
0.9,732.05
14.39,732.05
25.01,732.05
70.99,732.05
19.29,732.05
30.34,732.05
32.33,732.05
45.9,732.05
66.4,732.05
21.72,732.05
12.04,732.05
2.2,732.05
154.85,732.05
0.93,732.05
4.33,732.05
32,732.05
64.01,532.12
8.36,532.12
38.83,532.12
5.64,532.12
55.03,532.12
10.16,532.12
29.81,532.12
29.34,532.12
32.77,532.12
38.71,532.12
17.61,532.12
31.34,532.12
72.22,532.12
85.58,532.12
12.71,532.12
9.36,580.68
25.05,580.68
18.06,580.68
12.33,580.68
70.57,580.68
7.67,580.68
24.58,580.68
27.03,580.68
21.83,580.68
46.62,580.68
27.82,580.68
25.29,580.68
133.47,580.68
40.71,580.68
50.49,580.68
24.24,580.68
15.56,580.68
5.74,979.16
27.95,979.16
38.36,979.16
52.07,979.16
14.55,979.16
17.47,979.16
51.49,979.16
4.94,979.16
32.08,979.16
21.14,979.16
41.46,979.16
69.81,979.16
36.41,979.16
4.26,979.16
185.97,979.16
3.72,979.16
29.79,979.16
39.39,979.16
15.49,979.16
60.92,979.16
33.79,979.16
25.66,979.16
44.38,979.16
37.21,979.16
33.93,979.16
25.3,979.16
25.88,979.16
54.9,54.9
114.06,236.06
54.73,236.06
22.46,236.06
44.81,236.06
26.05,694.87
51.38,694.87
10.33,694.87
2.75,694.87
60.32,694.87
25.97,694.87
21.71,694.87
20,694.87
9.43,694.87
25.67,694.87
41.98,694.87
4.96,694.87
22.85,694.87
20.26,694.87
14.59,694.87
10.37,694.87
44.37,694.87
6.37,694.87
31.48,694.87
15.56,694.87
33.74,694.87
46.3,694.87
42.25,694.87
32.71,694.87
10.37,694.87
15.5,694.87
47.6,694.87
72.4,289.25
40.09,289.25
136.87,289.25
12.23,289.25
27.66,289.25
1.76,726.57
18.49,726.57
31.55,726.57
58.6,726.57
21.94,726.57
21.6,726.57
24.44,726.57
14.96,726.57
58.81,726.57
21.53,726.57
52.03,726.57
40.7,726.57
33.91,726.57
63.56,726.57
13.11,726.57
10.54,726.57
49.44,726.57
11.24,726.57
6.5,726.57
0.9,726.57
6.84,726.57
34.15,726.57
14.93,726.57
7.79,726.57
44.08,726.57
47.08,726.57
16.09,726.57
437.41,545.89
108.48,545.89
69.03,735.42
37.28,735.42
50.54,735.42
42.86,735.42
15.53,735.42
18.73,735.42
1.21,735.42
3.65,735.42
20.45,735.42
37.91,735.42
48.1,735.42
46.9,735.42
59.13,735.42
28.61,735.42
12.57,735.42
37.46,735.42
16.67,735.42
6.52,735.42
6,735.42
30.03,735.42
51.7,735.42
24.17,735.42
46.12,735.42
24.25,735.42
63.03,3790.84
156.86,3790.84
3570.95,3790.84
56.49,422.06
21.42,422.06
18.65,422.06
39.11,422.06
51.23,422.06
74.49,422.06
27.57,422.06
71.79,422.06
28.23,422.06
33.08,422.06
44.17,502.83
12.87,502.83
4.47,502.83
16.23,502.83
24.56,502.83
49.1,502.83
46.39,502.83
9.46,502.83
39.76,502.83
12.46,502.83
14.59,502.83
3.88,502.83
12.55,502.83
6.23,502.83
14.31,502.83
25.68,502.83
4.5,502.83
1.82,502.83
14.96,502.83
37.25,502.83
28.64,502.83
0.02,502.83
22.64,502.83
35.49,502.83
7.99,502.83
12.81,502.83
10.09,776.55
21.87,776.55
20.25,776.55
14.75,776.55
29.59,776.55
17.67,776.55
55.43,776.55
26.41,776.55
48.89,776.55
21.48,776.55
34.9,776.55
76.69,776.55
35.47,776.55
12.78,776.55
9.91,776.55
59.86,776.55
11.13,776.55
16.06,776.55
5.02,776.55
2.24,776.55
28.93,776.55
30.11,776.55
6.24,776.55
20.11,776.55
41.68,776.55
46.34,776.55
72.65,776.55
17.76,668.34
41.36,668.34
24.68,668.34
38.38,668.34
68.64,668.34
36.39,668.34
110.44,668.34
23.08,668.34
105.72,668.34
140.49,668.34
30.27,668.34
18.11,668.34
13.02,668.34
32.24,1187.02
44.8,1187.02
62.15,1187.02
14.24,1187.02
198.65,1187.02
38.12,1187.02
44.94,1187.02
8.2,1187.02
9,1187.02
1.88,1187.02
44.1,1187.02
26.84,1187.02
7.01,1187.02
555.83,1187.02
7.78,1187.02
16.42,1187.02
40.91,1187.02
29.09,1187.02
4.82,1187.02
9.41,532.31
15.99,532.31
20.18,532.31
21.28,532.31
41.13,532.31
28.78,532.31
32.39,532.31
37.28,532.31
5.25,532.31
5.23,532.31
38.27,532.31
50.94,532.31
20.53,532.31
2.18,532.31
40.14,532.31
18.56,532.31
24.78,532.31
15.28,532.31
60.13,532.31
35.06,532.31
9.52,532.31
37.79,37.79
25.29,544.88
21.65,544.88
34.17,544.88
28.51,544.88
25.59,544.88
14.08,544.88
4.34,544.88
34.43,544.88
13.52,544.88
0.2,544.88
13.84,544.88
21.13,544.88
28.59,544.88
7.58,544.88
26.16,544.88
85.63,544.88
1.98,544.88
1.04,544.88
33.59,544.88
10.25,544.88
37.53,544.88
27.63,544.88
12.16,544.88
18.59,544.88
17.4,544.88
31.14,1156.3
28.72,1156.3
6.93,1156.3
6.98,1156.3
75.26,1156.3
41.85,1156.3
6.23,1156.3
85.07,1156.3
23.44,1156.3
24.78,1156.3
47.8,1156.3
46.42,1156.3
30.79,1156.3
38.77,1156.3
31.54,1156.3
39.37,1156.3
81.96,1156.3
48.32,1156.3
7.7,1156.3
48.77,1156.3
6.03,1156.3
12.54,1156.3
54.39,1156.3
48.75,1156.3
9.58,1156.3
54.53,1156.3
44.76,1156.3
118.17,1156.3
55.71,1156.3
12.03,830.79
73.18,830.79
22.27,830.79
37.56,830.79
18.31,830.79
8.61,830.79
58.66,830.79
20.48,830.79
25.38,830.79
21.8,830.79
42.76,830.79
57.49,830.79
8.22,830.79
3.68,830.79
33.97,830.79
2.12,830.79
16.55,830.79
25.43,830.79
39.77,830.79
44.38,830.79
23.06,830.79
10.04,830.79
31.66,830.79
38.35,830.79
14.49,830.79
25.68,830.79
51.39,830.79
43.2,830.79
20.27,830.79
16.3,561.46
3.68,561.46
4.54,561.46
20.25,561.46
1.77,561.46
30.98,561.46
45.57,561.46
30.88,561.46
3.21,561.46
45.91,561.46
46.66,561.46
15.94,561.46
26.29,561.46
42.59,561.46
22.79,561.46
41.41,561.46
26.06,561.46
28.27,561.46
39.5,561.46
11.86,561.46
3.44,561.46
48.63,561.46
4.93,561.46
131.92,214.88
82.96,214.88
122.5,266.46
8.84,266.46
135.12,266.46
23.78,936.36
7.08,936.36
24.29,936.36
30.62,936.36
38.9,936.36
43.53,936.36
52.98,936.36
5.83,936.36
35.53,936.36
10.88,936.36
20.18,936.36
20.5,936.36
38.77,936.36
21.49,936.36
43.78,936.36
34.73,936.36
39.24,936.36
21.95,936.36
19.91,936.36
22.73,936.36
80.57,936.36
4.78,936.36
62.32,936.36
28.77,936.36
41.18,936.36
7.55,936.36
30.18,936.36
27.61,936.36
12.46,936.36
84.24,936.36
34.95,682.35
39.18,682.35
10.93,682.35
3.95,682.35
29.43,682.35
25.44,682.35
2.41,682.35
51.24,682.35
9.27,682.35
44.94,682.35
51.34,682.35
17.19,682.35
20.68,682.35
21.69,682.35
12.74,682.35
28.89,682.35
34.65,682.35
4.69,682.35
1.89,682.35
25.05,682.35
26.24,682.35
69.45,682.35
30.03,682.35
26.03,682.35
0.5,682.35
25.41,682.35
34.14,682.35
17.84,718.98
33.84,718.98
59.45,718.98
46.19,718.98
30.91,718.98
52.05,718.98
14.96,718.98
22.81,718.98
53.43,718.98
53.79,718.98
0.67,718.98
35.92,718.98
23.97,718.98
33.14,718.98
17.33,718.98
24.54,718.98
34.64,718.98
44.38,718.98
7.66,718.98
23.62,718.98
45.68,718.98
0.62,718.98
3.14,718.98
3.53,718.98
34.87,718.98
26.04,878.21
44.09,878.21
11.01,878.21
33.82,878.21
55.66,878.21
13.7,878.21
25.96,878.21
7.18,878.21
34.92,878.21
33.28,878.21
10.35,878.21
20.97,878.21
32.49,878.21
22.5,878.21
33.83,878.21
33.33,878.21
39.29,878.21
41.38,878.21
35.23,878.21
31.31,878.21
22.28,878.21
50.11,878.21
6.77,878.21
29.19,878.21
37.91,878.21
25.68,878.21
58.08,878.21
20.41,878.21
41.44,878.21
14.33,979.35
13.5,979.35
41,979.35
15.11,979.35
66.98,979.35
241.47,979.35
14.78,979.35
29.48,979.35
13.9,979.35
42.43,979.35
44.06,979.35
15.78,979.35
49.2,979.35
21.35,979.35
20.7,979.35
32.9,979.35
21.59,979.35
32.47,979.35
8.05,979.35
15.72,979.35
70.89,979.35
9.97,979.35
54.66,979.35
8.38,979.35
41.41,979.35
33.02,979.35
6.22,979.35
8.16,612.13
26.75,612.13
7.52,612.13
40.59,612.13
22.38,612.13
15.03,612.13
38.22,612.13
25.83,612.13
32.3,612.13
32.48,612.13
27.88,612.13
10.34,612.13
39.37,612.13
9.54,612.13
58.11,612.13
15.89,612.13
33.05,612.13
32.36,612.13
0.74,612.13
40.24,612.13
16.83,612.13
1.08,612.13
40.7,612.13
25.13,612.13
11.61,612.13
68.17,790.41
12.92,790.41
24.26,790.41
89.82,790.41
59.49,790.41
20.67,790.41
40.24,790.41
34.28,790.41
28.44,790.41
6.54,790.41
2.89,790.41
52.83,790.41
31.41,790.41
27.04,790.41
30.05,790.41
46.56,790.41
11.67,790.41
4.04,790.41
47.6,790.41
17.65,790.41
5.99,790.41
31.41,790.41
19.47,790.41
13.92,790.41
29.32,790.41
9.71,790.41
24.02,790.41
1.26,845.36
24.83,845.36
13.91,845.36
45.26,845.36
18.95,845.36
3.94,845.36
33.12,845.36
59.96,845.36
45.07,845.36
36.78,845.36
7.81,845.36
46.41,845.36
14.39,845.36
23.46,845.36
18.87,845.36
18.57,845.36
0.68,845.36
72.96,845.36
40.84,845.36
30.04,845.36
21.98,845.36
50.55,845.36
48.13,845.36
17.6,845.36
53.81,845.36
26.26,845.36
0.08,845.36
21.9,845.36
47.94,845.36
112.42,112.42
11.42,791.49
12.72,791.49
5.54,791.49
43.94,791.49
46.34,791.49
20.69,791.49
96.49,791.49
33.74,791.49
7.47,791.49
2.41,791.49
30.23,791.49
3.83,791.49
42.07,791.49
0.38,791.49
31.71,791.49
57.65,791.49
15.03,791.49
11.19,791.49
44.11,791.49
23.3,791.49
31.44,791.49
21.74,791.49
20.02,791.49
38.27,791.49
29.31,791.49
33.79,791.49
26.89,791.49
26.04,791.49
23.73,791.49
24.35,830.47
57.11,830.47
51.55,830.47
9.43,830.47
99.57,830.47
39.7,830.47
24.6,830.47
18.65,830.47
13.82,830.47
7.71,830.47
6.67,830.47
32.98,830.47
42.16,830.47
55.78,830.47
10.25,830.47
56.31,830.47
12.77,830.47
3.46,830.47
24.38,830.47
39.23,830.47
27.68,830.47
26.56,830.47
43.55,830.47
31.24,830.47
45.82,830.47
25.14,830.47
15.26,702.44
19.31,702.44
0.95,702.44
30.66,702.44
9.26,702.44
26.8,702.44
50.68,702.44
15.7,702.44
54.79,702.44
16.52,702.44
27.77,702.44
39.25,702.44
0.51,702.44
9.88,702.44
13.18,702.44
17.11,702.44
22.18,702.44
53.04,702.44
36.09,702.44
62.05,702.44
10.37,702.44
20.45,702.44
4.35,702.44
50.45,702.44
12.66,702.44
25.71,702.44
51.52,702.44
5.94,702.44
40.87,712.34
3.75,712.34
27.95,712.34
35.14,712.34
27.81,712.34
54.15,712.34
67.91,712.34
52.29,712.34
10.27,712.34
6.96,712.34
14.72,712.34
14.91,712.34
23.79,712.34
16.76,712.34
0.02,712.34
9.68,712.34
24.8,712.34
2.24,712.34
24.16,712.34
65.54,712.34
32.87,712.34
52.51,712.34
23.27,712.34
7.88,712.34
24.8,712.34
22.04,712.34
25.25,712.34
52.04,971.77
54.81,971.77
26.55,971.77
12.2,971.77
29.62,971.77
27.7,971.77
17.88,971.77
30.21,971.77
16.87,971.77
54.68,971.77
232.86,971.77
3.42,971.77
39.6,971.77
1.47,971.77
44.58,971.77
19.72,971.77
40.84,971.77
57.58,971.77
84.25,971.77
2.65,971.77
55.39,971.77
9.9,971.77
14.57,971.77
24.44,971.77
17.94,971.77
2.08,893.44
18.45,893.44
10.28,893.44
8.3,893.44
111.32,893.44
21.59,893.44
42.06,893.44
43.03,893.44
19.6,893.44
34.67,893.44
48.36,893.44
6.24,893.44
53.18,893.44
49.23,893.44
35.88,893.44
26.42,893.44
31.3,893.44
10.3,893.44
62.38,893.44
6.35,893.44
24.27,893.44
18.04,893.44
122.89,893.44
33.57,893.44
6.12,893.44
23.26,893.44
24.27,893.44
22.55,754.3
4.82,754.3
52.1,754.3
19.06,754.3
25.79,754.3
51.08,754.3
19.54,754.3
62.78,754.3
49.18,754.3
35.69,754.3
21.29,754.3
38.28,754.3
10.15,754.3
63.43,754.3
35.23,754.3
0.74,754.3
34.34,754.3
27.98,754.3
33.01,754.3
23.18,754.3
19.74,754.3
32.84,754.3
71.5,754.3
37.14,681.74
20.95,681.74
7.68,681.74
4.97,681.74
16.91,681.74
29.52,681.74
3.02,681.74
82.08,681.74
6.54,681.74
10.23,681.74
68.39,681.74
13.36,681.74
44.77,681.74
101.32,681.74
26.73,681.74
31.24,681.74
16.89,681.74
10.88,681.74
0.67,681.74
31.56,681.74
25.9,681.74
29.04,681.74
13.03,681.74
20.29,681.74
18.47,681.74
10.16,681.74
289.04,448.37
119.43,448.37
39.9,448.37
7.11,769.49
16.14,769.49
56.66,769.49
34.51,769.49
25.77,769.49
23.32,769.49
34.65,769.49
0.36,769.49
35.02,769.49
1.54,769.49
67.78,769.49
65.79,769.49
43.04,769.49
24.62,769.49
7.32,769.49
12.34,769.49
9.71,769.49
41.5,769.49
59.28,769.49
29.3,769.49
13.59,769.49
33.4,769.49
54.46,769.49
27.44,769.49
33.55,769.49
3.42,769.49
7.87,769.49
28.1,737.34
29.72,737.34
55.16,737.34
58.85,737.34
5.09,737.34
3.29,737.34
3.19,737.34
2.61,737.34
51.96,737.34
40.87,737.34
23.34,737.34
3.02,737.34
12.02,737.34
15.17,737.34
72.35,737.34
6.42,737.34
30.42,737.34
37.91,737.34
13.62,737.34
57.93,737.34
23.44,737.34
10.8,737.34
31.68,737.34
36.04,737.34
43.21,737.34
17.91,737.34
23.22,737.34
41.71,966.1
20.36,966.1
25.74,966.1
4.45,966.1
54.55,966.1
28.9,966.1
31.4,966.1
37.69,966.1
46.4,966.1
20.59,966.1
42.14,966.1
5.83,966.1
41.78,966.1
13.26,966.1
9.05,966.1
6.11,966.1
37.21,966.1
9.33,966.1
42.04,966.1
65.46,966.1
31.91,966.1
4.12,966.1
35.37,966.1
20.97,966.1
148.43,966.1
3.8,966.1
30.65,966.1
74.65,966.1
12.3,966.1
19.9,966.1
33.08,766.25
35.57,766.25
52.11,766.25
56.02,766.25
38.49,766.25
13.93,766.25
1.86,766.25
42.75,766.25
9.83,766.25
13.73,766.25
26.68,766.25
15.83,766.25
34.81,766.25
10.83,766.25
48.62,766.25
39.15,766.25
31.58,766.25
44.43,766.25
26.67,766.25
3.12,766.25
18.34,766.25
23.59,766.25
22.21,766.25
20.42,766.25
24.31,766.25
45.77,766.25
32.52,766.25
66.21,522.26
183.73,522.26
6.18,522.26
28.98,522.26
21.83,522.26
30.83,522.26
16.51,522.26
24.08,522.26
41.39,522.26
4.97,522.26
8.72,522.26
44.11,522.26
44.72,522.26
21.13,869.78
9.05,869.78
47.24,869.78
72.27,869.78
48.93,869.78
58.92,869.78
19.56,869.78
20.55,869.78
41.74,869.78
15.71,869.78
7.37,869.78
37.54,869.78
63.12,869.78
5.93,869.78
36.98,869.78
25.87,869.78
25.84,869.78
20.01,869.78
2.41,869.78
27.43,869.78
21.77,869.78
57.68,869.78
18.59,869.78
32.71,869.78
45.8,869.78
14.37,869.78
2.79,869.78
45.73,869.78
22.74,869.78
7.97,540.2
51.83,540.2
0.9,540.2
39.53,540.2
9.52,540.2
53.47,540.2
5.77,540.2
1.45,540.2
35.12,540.2
28.06,540.2
20.46,540.2
17.21,540.2
11.33,540.2
0.67,540.2
29.33,540.2
8.7,540.2
33.24,540.2
27.39,540.2
48.06,540.2
6.82,540.2
39.51,540.2
0.57,540.2
8.5,540.2
3.03,540.2
35.61,540.2
16.15,540.2
25.95,597.76
37.83,597.76
12.14,597.76
25.9,597.76
55.31,597.76
15.09,597.76
3.41,597.76
36.44,597.76
20.7,597.76
14.77,597.76
33.12,597.76
28.23,597.76
7.97,597.76
27.4,597.76
46.9,597.76
8.47,597.76
11.97,597.76
18.73,597.76
20.49,597.76
15.56,597.76
9.77,597.76
28.9,597.76
28.31,597.76
16.88,597.76
23.34,597.76
19.47,597.76
4.71,597.76
11.34,690.3
39.26,690.3
73.92,690.3
30.77,690.3
19.23,690.3
7.4,690.3
4.15,690.3
24.26,690.3
40.37,690.3
13.43,690.3
69.01,690.3
3.8,690.3
48.32,690.3
35.35,690.3
3.98,690.3
30.97,690.3
0.27,690.3
21.24,690.3
15.93,690.3
46.77,690.3
3.08,690.3
11.5,690.3
9.52,690.3
56.46,690.3
8.25,690.3
29.37,690.3
32.35,690.3
15.79,965.76
44.32,965.76
23.87,965.76
14.17,965.76
9.39,965.76
15.36,965.76
50.71,965.76
11.16,965.76
40.44,965.76
22.11,965.76
19.85,965.76
90.77,965.76
61.38,965.76
37.13,965.76
33.42,965.76
26.67,965.76
39.12,965.76
36.16,965.76
2.55,965.76
27.39,965.76
49.6,965.76
10.27,965.76
84.29,965.76
19.51,965.76
45.77,965.76
49.37,965.76
11.51,965.76
50.64,965.76
7.94,965.76
15.1,965.76
53.73,905.75
4.64,905.75
27.6,905.75
57.59,905.75
21.44,905.75
2.2,905.75
61.59,905.75
50.74,905.75
5.88,905.75
22.13,905.75
6.12,905.75
32.07,905.75
47.11,905.75
1.42,905.75
18.39,905.75
69.95,905.75
49.13,905.75
62.53,905.75
19.54,905.75
40.2,905.75
49.35,905.75
0.3,905.75
32.18,905.75
7.96,905.75
11.02,905.75
28.64,905.75
8.36,905.75
40.9,905.75
54.45,905.75
18.59,905.75
55.1,814.05
16.29,814.05
32.75,814.05
25.06,814.05
39.18,814.05
45.69,814.05
103.7,814.05
22.87,814.05
17.31,814.05
20.53,814.05
38.33,814.05
30.95,814.05
5.05,814.05
17.76,814.05
24.13,814.05
27.25,814.05
14.95,814.05
12.74,814.05
15.41,814.05
13.19,814.05
71.33,814.05
34.76,814.05
40.07,814.05
48.24,814.05
24.54,814.05
16.87,814.05
281.12,6835.51
32.28,6835.51
702.72,6835.51
613.67,6835.51
297.43,6835.51
97.49,6835.51
1.28,6835.51
128.09,6835.51
3993.1,6835.51
144.93,6835.51
543.4,6835.51
35.66,960.21
18.32,960.21
27.19,960.21
18.39,960.21
117.76,960.21
25.5,960.21
34.76,960.21
2.78,960.21
30.41,960.21
3.41,960.21
11.62,960.21
34.3,960.21
37.13,960.21
8.57,960.21
5.04,960.21
38.42,960.21
26.11,960.21
74.72,960.21
35.34,960.21
28.83,960.21
59.86,960.21
49,960.21
35.9,960.21
23.84,960.21
12.14,960.21
59.76,960.21
16.69,960.21
1.42,960.21
52.85,960.21
34.49,960.21
47.06,895.14
22.99,895.14
24.8,895.14
40.7,895.14
33.74,895.14
47.67,895.14
27.1,895.14
5.17,895.14
13.95,895.14
44.36,895.14
47.85,895.14
3.07,895.14
38.62,895.14
39.8,895.14
25.77,895.14
9.86,895.14
50.12,895.14
14.35,895.14
49.33,895.14
22.68,895.14
22.45,895.14
97.18,895.14
27.9,895.14
28.83,895.14
28.36,895.14
21.26,895.14
46.84,895.14
13.33,895.14
20.77,806.58
37.01,806.58
34.43,806.58
5.02,806.58
25.56,806.58
34.6,806.58
28.43,806.58
17.71,806.58
17.69,806.58
48.47,806.58
4.46,806.58
28.59,806.58
55.14,806.58
5.87,806.58
43.65,806.58
3.05,806.58
55.35,806.58
14.77,806.58
24.36,806.58
43.71,806.58
59.97,806.58
13.01,806.58
64.54,806.58
12.76,806.58
29.08,806.58
1.84,806.58
48.78,806.58
27.96,806.58
9,863.5
20.86,863.5
56.76,863.5
5.28,863.5
35.35,863.5
26.81,863.5
16.23,863.5
28.72,863.5
5.64,863.5
28.52,863.5
13.83,863.5
8.75,863.5
39.6,863.5
44.28,863.5
35.24,863.5
39.57,863.5
14.05,863.5
21.57,863.5
39.88,863.5
23.48,863.5
34.3,863.5
67.03,863.5
59.51,863.5
2.86,863.5
40.9,863.5
33.81,863.5
23.5,863.5
21.97,863.5
47.92,863.5
18.28,863.5
43.76,862.97
43.61,862.97
0.6,862.97
12.02,862.97
66.07,862.97
17.72,862.97
7.81,862.97
17.12,862.97
23.52,862.97
44.17,862.97
9.18,862.97
40.68,862.97
8.8,862.97
29.24,862.97
17.1,862.97
52.86,862.97
31.71,862.97
20.12,862.97
43.52,862.97
51.03,862.97
13.1,862.97
22.76,862.97
24.13,862.97
91.22,862.97
7.27,862.97
9.45,862.97
25.96,862.97
42.47,862.97
11.53,862.97
34.44,862.97
63.49,116.34
32.04,116.34
20.81,116.34
9.1,9.1
20.83,862.71
51.17,862.71
40.41,862.71
28.69,862.71
48.9,862.71
52.98,862.71
20.72,862.71
26,862.71
20.34,862.71
39.61,862.71
21.64,862.71
11.91,862.71
19.65,862.71
30.24,862.71
16.97,862.71
8.29,862.71
39.01,862.71
29.69,862.71
44.61,862.71
1.47,862.71
21.81,862.71
26.77,862.71
9.44,862.71
7.83,862.71
32.38,862.71
30.7,862.71
94.54,862.71
10.67,862.71
55.44,862.71
174.04,174.04
72,3521.81
577.57,3521.81
2872.24,3521.81
58.78,855.33
22.04,855.33
0.45,855.33
25.5,855.33
26.72,855.33
27.92,855.33
11.51,855.33
35.67,855.33
76.57,855.33
84.49,855.33
20.53,855.33
8.51,855.33
30.19,855.33
7.93,855.33
25.19,855.33
43.87,855.33
4.77,855.33
36.23,855.33
21.66,855.33
38.79,855.33
11.41,855.33
2.67,855.33
14.16,855.33
25.83,855.33
33.5,855.33
36.8,855.33
28.15,855.33
64.26,855.33
31.23,855.33
53.61,5262.09
55.26,5262.09
3334.89,5262.09
18.48,5262.09
0.71,5262.09
10.49,5262.09
20.62,5262.09
1.75,5262.09
26.45,5262.09
27.76,5262.09
65.52,5262.09
4.44,5262.09
1.21,5262.09
3.92,5262.09
0.98,5262.09
80.52,5262.09
29.04,5262.09
4.66,5262.09
25.92,5262.09
24.02,5262.09
26.98,5262.09
48.07,5262.09
32.02,5262.09
47.76,5262.09
1298.23,5262.09
18.78,5262.09
49.46,952.77
35.68,952.77
0.53,952.77
52.21,952.77
20.59,952.77
56.27,952.77
51.07,952.77
32.75,952.77
18.22,952.77
57.12,952.77
24.91,952.77
36.45,952.77
60.41,952.77
42.03,952.77
74.97,952.77
27.32,952.77
30.97,952.77
27.29,952.77
28.55,952.77
33.73,952.77
31.19,952.77
49.42,952.77
6.8,952.77
42.57,952.77
62.26,952.77
28.09,747.62
15.43,747.62
34.57,747.62
50.67,747.62
1.1,747.62
48.53,747.62
14.08,747.62
41.57,747.62
0.19,747.62
52.05,747.62
3.68,747.62
3.28,747.62
47.88,747.62
61.86,747.62
78.22,747.62
10.26,747.62
4.01,747.62
17.87,747.62
7.68,747.62
51.28,747.62
6.39,747.62
0.08,747.62
22.78,747.62
44.87,747.62
23.6,747.62
26.1,747.62
29.42,747.62
6.11,747.62
15.97,747.62
34.77,700.19
7.99,700.19
34.31,700.19
15.99,700.19
19.82,700.19
32.31,700.19
37.75,700.19
36.03,700.19
4.49,700.19
25.35,700.19
34.03,700.19
11.76,700.19
14.52,700.19
9.99,700.19
1.39,700.19
60.19,700.19
8.44,700.19
24.32,700.19
31.95,700.19
29.07,700.19
12.07,700.19
21.9,700.19
56.15,700.19
50.85,700.19
35.44,700.19
9.11,700.19
40.2,700.19
222.26,1991.92
399.22,1991.92
13.01,1991.92
278.32,1991.92
597.17,1991.92
28.88,1991.92
252.85,1991.92
200.21,1991.92
33.86,1051.17
78.46,1051.17
40.75,1051.17
35.67,1051.17
11.56,1051.17
18.43,1051.17
42.54,1051.17
8.65,1051.17
37.86,1051.17
46.85,1051.17
110.43,1051.17
30.65,1051.17
20.27,1051.17
11.52,1051.17
65.26,1051.17
19.77,1051.17
24.82,1051.17
33.23,1051.17
37.68,1051.17
37.58,1051.17
34.38,1051.17
21.03,1051.17
48.2,1051.17
27.42,1051.17
35.96,1051.17
34.22,1051.17
43.78,1051.17
22.99,1051.17
37.35,1051.17
54.53,1070.8
4,1070.8
36.92,1070.8
53.98,1070.8
67.28,1070.8
41.55,1070.8
31.49,1070.8
30.81,1070.8
79.06,1070.8
71.52,1070.8
17.98,1070.8
